,Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
919,Timur Turlov,,,,,,,,2.1,2.4,3.1
920,David Rubenstein,3.1,2.9,2.2,2.5,2.8,2.7,2.8,3.7,4.0,3.2
921,Norman Braman,1.9,1.9,1.8,1.7,2.5,2.4,2.4,2.8,2.6,3.0
922,Lynn Schusterman,4.5,3.7,3.4,3.1,3.2,3.2,3.4,3.4,3.5,3.2
923,Jacques D'Amours,,1.3,1.3,1.6,1.6,1.8,1.5,2.1,2.5,2.9
924,Arnon Milchan,4.7,5.1,5.0,5.2,3.5,3.4,3.3,3.4,3.5,3.3
925,Abhay Firodia,,1.2,1.2,1.9,2.4,1.9,1.5,2.4,2.8,2.7
926,Wu Yiling,2.0,1.6,1.2,1.5,1.2,1.0,1.5,2.2,3.9,3.9
927,Sergei Galitsky,10.3,8.3,5.7,6.8,4.0,3.5,3.4,3.5,3.2,3.2
928,Frank VanderSloot,,,,,2.7,4.2,3.5,3.4,2.9,3.1
929,Michael Hintze,1.8,1.9,1.8,2.1,2.4,2.6,2.9,2.3,3.2,3.2
930,David Filo,2.9,3.4,2.1,3.4,5.3,4.8,2.1,3.5,3.6,3.2
931,Michael Federmann,,,,,,1.4,1.7,2.1,3.0,2.9
932,Igor Altushkin,1.7,1.6,1.4,2.0,3.4,4.3,3.1,7.0,1.8,3.4
933,Salil Singhal,,,,,,,1.2,2.2,2.4,2.7
934,Liangzhi Xie,,,,,,,1.1,2.2,4.5,4.1
935,Ravi Pillai,1.8,2.4,2.9,3.5,3.9,3.9,2.5,2.5,2.6,3.2
936,Jose Joao Abdalla Filho,,,,,1.5,3.4,1.9,2.2,2.8,2.7
937,Peggy Cherng,,,,,,,,,,
938,Andrew Cherng,,,,,,,,,,
939,Warren Stephens,2.5,2.9,2.4,2.5,2.6,2.5,2.3,2.8,2.9,3.2
940,Penny Pritzker,2.3,2.5,2.3,2.5,2.8,2.6,2.5,3.1,3.2,3.1
941,Maja Oeri,2.4,2.3,2.1,2.1,2.1,2.4,2.8,3.2,3.9,3.0
942,Steve Wynn,3.8,3.4,2.4,2.5,3.4,3.0,3.1,3.2,3.3,3.2
943,Paul Lee,,,,,,,1.7,4.0,8.6,4.0
944,Cheng Yixiao,,,,,,2.2,2.2,14.1,3.4,2.5
945,Martua Sitorus,1.7,1.7,1.1,1.5,1.4,1.7,1.8,2.0,2.9,3.0
946,Martin Lorentzon,,,,,,2.9,2.7,6.0,2.9,2.9
947,Julio Ponce Lerou,2.3,2.1,1.4,3.1,4.8,3.8,1.7,4.1,3.6,3.3
948,Martin Ebner,,,1.2,2.6,3.2,3.3,2.5,3.1,3.6,3.1
949,Rita Tong Liu,,,,2.7,3.4,4.0,3.6,3.2,3.2,3.1
950,Susan Carol Holland,,,,,,,,,3.8,3.0
951,Theodore Rachmat,1.9,1.9,1.4,1.9,1.7,1.7,1.2,1.7,3.3,3.1
952,Roman Trotsenko,,,,1.6,1.7,1.6,1.3,2.4,,3.2
953,Jon Yarbrough,,1.7,1.6,1.8,2.0,2.2,2.2,2.9,3.1,3.2
954,Xiao Yongming,,,,1.7,1.9,1.5,,,5.0,3.5
955,Kentaro Ogawa,,,,1.0,1.2,1.4,1.2,1.6,1.5,1.9
956,Arun Bharat Ram,,,,,,,,1.8,3.3,3.2
957,Anne Beaufour,1.0,1.2,1.3,1.9,3.0,2.9,1.0,2.0,2.6,2.7
958,Henri Beaufour,1.0,1.2,1.3,1.9,3.0,2.9,1.0,2.0,2.6,2.7
959,Sergei Gordeev,,,,1.5,1.7,1.8,1.6,3.8,1.6,3.1
960,Wang Wenjing,1.3,2.9,1.7,1.5,2.1,2.6,5.7,6.6,5.4,4.3
961,Erik Selin,,,2.1,2.1,1.9,2.3,2.0,3.9,4.9,3.0
962,Miguel Fluxa Rossello,,,2.0,3.3,4.4,3.7,1.2,1.6,3.6,2.7
963,Guangchang Guo,4.3,5.7,5.0,6.3,8.1,6.7,4.4,6.9,4.5,4.0
964,Or Wai Sheun,2.0,2.0,1.6,1.9,2.5,2.6,2.8,3.0,3.3,3.1
965,Zhou Bajin,,,,,1.2,1.3,2.1,4.7,3.8,3.2
966,Bertil Hult,4.0,5.0,4.0,4.0,4.5,6.0,5.0,4.2,4.2,3.1
967,Akio Nitori,1.3,1.7,2.0,3.0,4.4,3.5,3.7,5.2,4.0,3.3
968,Markus Blocher,,,,1.1,1.3,,1.1,2.5,3.0,3.4
969,Pablo Legorreta,,,,,,,,2.9,3.8,3.3
970,Edward DeBartolo Jr,2.8,3.5,3.3,2.9,2.7,2.9,1.6,2.3,2.7,3.0
971,Friede Springer,4.2,4.0,3.4,3.9,5.6,3.9,4.5,3.0,3.5,3.1
972,John Gandel,3.4,3.6,3.3,4.0,4.1,4.0,2.9,3.8,3.3,3.3
973,Carlos Hank Rhon,2.0,2.4,2.1,1.9,2.0,2.2,2.0,2.2,2.7,3.0
974,Yuji Otsuka,,,,,,,,2.6,2.1,2.7
975,Lindsay Fox,2.2,2.8,2.9,3.2,3.4,3.5,2.2,2.3,2.1,3.2
976,Lee Seo-hyun,1.2,2.1,1.7,1.5,1.9,1.7,1.1,1.7,3.5,2.9
977,Sergei Popov,5.4,4.6,4.5,4.5,4.5,4.5,4.5,4.5,3.1,3.1
978,Farhad Moshiri,2.9,2.1,1.8,2.3,1.7,1.9,2.2,2.9,2.6,3.1
979,Dan Olsson,4.3,5.1,5.1,5.0,6.0,4.0,2.9,3.9,2.7,2.7
980,Dong Jinggui,,,,,,,,3.3,1.7,3.2
981,Geoffrey Palmer,,,,,,,,,,
982,Rodney Sacks,,1.5,1.4,1.4,2.0,1.9,2.0,2.5,2.4,2.9
983,Cho Tak Wong,1.2,1.5,1.5,1.8,2.5,2.2,2.0,4.1,3.6,3.1
984,Stefan von Holtzbrinck,1.0,1.0,1.2,1.2,1.5,2.2,2.1,2.8,3.3,3.4
985,Friedrich Knapp,,1.9,1.1,1.4,1.9,1.3,1.8,4.5,3.7,3.0
986,Mark Leonard,,,,,,1.1,1.1,2.1,2.5,2.6
987,Shekhar Bajaj,,,,,,,,,,
988,Niraj Bajaj,,,,,,,,,,
989,Madhur Bajaj,,,,,,,,,,
990,Aristotelis Mistakidis,2.5,2.1,,2.1,2.5,2.1,1.1,2.3,3.6,3.2
991,Gustav Magnar Witzoe,,,1.1,1.6,1.9,3.0,2.3,4.4,4.5,2.7
992,Vladimir Litvinenko,,,,,,,,1.5,,3.1
993,Katharina Otto-Bernstein,,,,,3.8,3.4,2.0,4.1,3.8,3.1
994,Jonathan Nelson,1.8,2.1,1.8,2.0,2.0,1.8,1.8,2.0,2.2,3.1
995,Jean Coutu,2.2,2.4,1.7,1.9,2.4,2.4,2.4,2.8,3.3,3.0
996,Huang Li,1.7,1.6,1.3,1.5,,1.3,3.1,6.1,4.4,3.7
997,Jean-Pierre Cayard,3.3,3.1,2.7,2.9,4.5,3.2,3.7,1.6,1.0,3.0
998,Egor Kulkov,,,,,,,,,2.0,3.0
999,Nicolas Berggruen,2.0,1.5,1.5,1.8,1.8,1.6,1.5,1.7,2.9,3.0
1000,Madhukar Parekh,,,,,,,2.0,2.4,3.1,2.8
1001,William Conway Jr,3.1,2.9,2.3,2.5,2.8,2.7,2.7,3.4,3.8,3.0
1002,Isak Andic,5.7,4.8,3.4,2.2,1.2,1.6,1.0,2.0,2.6,2.9
1003,Brunello Cucinelli,1.3,1.1,,1.0,1.3,1.6,1.3,1.7,2.0,3.2
1004,Bruce Flatt,,,,1.3,1.3,1.3,1.9,2.6,4.6,2.7
1005,Wu Guanjiang,,,,,,1.5,1.8,5.1,4.1,3.4
1006,Chen Kaixuan,,,,,,1.8,2.1,2.9,3.5,3.2
1007,Senapathy Gopalakrishnan,1.5,1.9,1.6,1.6,1.8,2.2,1.8,3.3,4.1,3.2
1008,Shamsheer Vayalil,,,,1.3,1.5,1.4,1.3,,,2.2
1009,George Bishop,3.5,2.7,2.4,2.5,2.5,2.3,2.4,2.1,2.7,3.0
1010,Yonghong Shi,,,,,,2.0,3.3,6.8,3.7,3.0
1011,Euisun Chung,3.4,3.8,3.0,2.6,2.6,2.6,1.6,3.8,3.0,2.8
1012,John Caudwell,2.8,2.6,2.4,2.2,2.6,2.4,2.5,3.1,3.1,2.9
1013,Otto Happel,3.3,2.7,2.8,2.7,3.2,2.7,2.8,3.2,3.1,2.9
1014,Ron Burkle,2.7,2.6,1.5,1.5,2.0,1.5,1.4,1.5,2.1,3.2
1015,John Paulson,13.5,11.2,9.7,7.9,6.5,5.0,4.2,3.5,4.0,3.0
1016,Rajan Raheja,,2.6,,2.6,3.1,2.3,,2.5,2.4,2.4
1017,Zhou Jianping,,4.8,3.9,3.6,4.9,3.7,2.9,3.5,2.9,2.9
1018,Stewart Horejsi,1.1,1.4,1.2,1.6,1.8,1.9,1.5,2.3,2.9,2.6
1019,Meg Whitman,2.0,2.0,1.9,2.3,3.2,3.4,3.3,5.8,3.4,2.8
1020,Daniel Mate,2.6,2.1,,2.1,2.6,2.1,1.2,2.3,3.6,3.1
1021,Ronald McAulay,,2.7,2.6,3.1,3.2,3.8,3.2,3.2,3.5,2.9
1022,Kamal Ghaffarian,,,,,,,,,,
1023,Stephen Deckoff,,,,,,,,,,
1024,Richard Branson,5.0,4.8,4.9,5.0,5.0,4.1,3.4,4.8,4.7,3.4
1025,Patrick Lee,2.6,2.4,2.4,4.0,4.6,4.4,3.5,5.1,4.0,3.5
1026,Glen Taylor,1.8,2.4,1.8,1.9,2.6,2.8,2.9,2.9,2.5,2.7
1027,Todd Christopher,,,,2.1,2.1,2.2,2.2,2.4,3.0,3.0
1028,Charles Cohen,,,,2.8,3.3,3.4,3.2,3.5,3.6,3.7
1029,Lei Zhang,,,,,,,,3.0,3.0,3.0
1030,Eva Maria Bucher-Haefner,2.7,2.7,2.3,2.5,2.3,2.5,2.6,2.8,3.0,3.0
1031,Guanghe Qiu,2.7,3.6,3.4,3.3,3.6,3.6,2.8,4.0,3.4,3.0
1032,Drayton McLane Jr,2.0,2.2,1.9,1.9,2.4,2.3,2.7,2.8,2.9,2.8
1033,Daniel Sundheim,,,,,,,,2.5,3.2,2.9
1034,Bernard Ecclestone,4.2,3.9,3.2,2.9,3.5,3.1,3.1,3.4,3.0,2.9
1035,Richard Chandler,2.8,3.0,2.7,1.9,2.1,3.1,2.9,2.4,2.3,2.6
1036,Semahat Sevim Arsel,2.2,2.6,2.2,2.4,2.6,2.0,1.6,2.3,1.6,3.0
1037,Alexey Repik,,,,,2.1,2.1,2.1,2.6,1.4,2.9
1038,Fashu Chen,2.3,2.8,2.7,2.8,2.6,1.7,1.5,5.9,5.2,3.5
1039,Smita Crishna-Godrej,,,2.2,2.5,2.9,2.7,1.9,2.4,2.5,2.8
1040,Adi Godrej,3.5,4.8,2.2,2.5,2.9,2.7,1.9,2.4,2.5,2.8
1041,Jamshyd Godrej,3.5,4.8,2.2,2.5,2.9,2.7,1.9,2.4,2.5,2.8
1042,Rishad Naoroji,1.8,2.4,2.2,2.5,2.9,2.7,1.9,2.4,2.5,2.8
1043,Kuok Khoon Hong,2.3,2.3,2.2,2.4,2.1,2.4,2.1,3.8,3.5,3.1
1044,Erwin Franz Mueller,2.0,2.4,3.0,3.0,2.9,3.7,2.7,2.4,2.3,2.9
1045,Justin Ishbia,,,,,,,,3.0,1.5,2.3
1046,Lin Ming-hsiung,1.0,1.3,1.3,1.4,1.5,2.1,2.3,2.5,3.3,3.0
1047,Bennett Dorrance,2.0,2.3,3.0,3.2,2.7,2.3,3.0,2.9,2.8,3.3
1048,Gudrun Heine,,,1.8,2.1,1.2,1.5,1.9,3.0,3.0,2.9
1049,Sybill Storz,,,1.8,2.1,1.2,1.5,1.9,3.0,3.0,2.9
1050,Haim Saban,3.4,3.5,3.5,3.0,3.2,2.8,2.7,3.0,3.1,2.9
1051,Kenneth Feld,1.8,1.8,1.8,2.5,2.5,2.4,2.0,2.0,2.3,2.9
1052,Riley Bechtel,3.9,3.9,2.7,3.1,3.4,2.7,1.9,2.9,2.9,2.5
1053,Lin Chen-hai,,,,,,2.2,1.6,2.1,2.8,2.5
1054,Lee Yeow Chor,,,,,,,,,,
1055,Karthik Sarma,,,,,,,,,3.1,2.9
1056,Li Zhongchu,1.9,3.3,2.5,2.0,2.4,2.5,2.7,3.1,2.9,2.7
1057,Todd Wanek,,,,,,,1.1,3.7,3.4,3.3
1058,Benjamin Otto,,,,,,,,2.9,2.9,2.8
1059,Leng Youbin,,,,,,,5.9,10.6,4.8,3.5
1060,Sanjit Biswas,,,,,,,1.4,1.1,1.7,2.3
1061,Bill Austin,,1.2,1.0,1.4,1.6,2.5,2.1,2.2,2.7,3.3
1062,Nadir Godrej,,,2.2,2.5,2.9,2.7,1.9,2.4,2.5,2.7
1063,Ipek Kirac,,,,,,,,1.9,1.2,2.9
1064,Chan Tan Ching-fen,,,1.4,2.3,2.2,1.9,1.5,8.8,3.3,3.0
1065,William Wrigley Jr,2.5,2.6,2.5,2.8,2.8,2.8,3.0,3.3,3.5,2.9
1066,Wang Yanqing,,,,,1.7,2.0,2.3,4.2,5.1,3.7
1067,Hui Ka Yan,5.7,6.2,8.6,10.2,30.3,36.2,21.8,27.7,8.8,3.0
1068,Sebastian Glaser,,,,,,,,2.4,1.6,2.8
1069,Serge Godin,,1.2,1.2,1.5,1.7,1.9,1.4,2.2,2.3,2.5
1070,Zhang Wenzhong,,,,,2.7,2.7,3.2,3.9,3.6,2.9
1071,Feng Hailiang,1.0,2.1,2.1,2.3,2.9,2.7,2.7,3.8,2.7,3.0
1072,Hiroshi Mikitani,9.3,8.7,5.6,5.8,5.5,4.8,4.5,6.7,5.1,3.4
1073,Bernard Fraisse,,1.9,3.0,2.3,2.3,2.1,1.6,2.1,2.4,2.4
1074,Dmitry Mazepin,1.4,1.3,,,,,,,,2.8
1075,Juan Abello,2.4,1.9,2.0,2.0,2.6,2.6,2.9,2.9,2.9,2.7
1076,Bill Alfond,,,1.1,1.4,1.5,1.6,1.4,2.3,2.8,2.5
1077,Susan Alfond,,,1.1,1.4,1.5,1.6,1.4,2.3,2.8,2.5
1078,Ted Alfond,,,1.1,1.4,1.5,1.6,1.4,2.3,2.8,2.5
1079,Zhang Liguo,,,,,,,,,,
1080,Philip Niarchos,2.5,2.5,2.5,2.5,2.8,2.8,2.8,2.8,2.8,2.8
1081,Maria Del Pino,1.5,1.5,1.2,1.1,1.4,1.5,1.8,2.3,2.5,2.6
1082,Catherine Lozick,2.0,1.8,1.7,1.8,2.1,1.7,1.6,1.6,1.6,2.4
1083,Gilles Martin,1.2,1.2,1.5,1.9,2.6,1.6,2.2,3.9,4.0,3.0
1084,Vivek Jain,,,,,,,,,2.7,3.0
1085,John Paul DeJoria,3.0,2.8,2.9,3.1,3.2,2.5,3.1,2.7,2.8,2.9
1086,Steven Sarowitz,,,,,,1.3,1.3,2.6,2.8,2.6
1087,Joy Alukkas,,,1.1,1.6,1.5,,,,1.9,2.8
1088,Sean Parker,2.6,2.5,2.4,2.6,2.6,2.6,2.7,2.7,2.8,2.8
1089,Harsh Goenka,,1.3,1.3,1.7,2.3,1.8,1.5,2.3,2.1,2.1
1090,Eleanor Butt Crook,,,,,,,,,,
1091,Tung Chee Hwa,,,1.1,1.5,2.2,2.3,2.5,2.6,2.8,2.8
1092,Stephen Rubin,,3.0,1.7,1.8,1.9,1.8,1.1,3.3,,3.0
1093,John Bicket,,,,,,,1.4,1.1,1.7,2.3
1094,Wu Shaoxun,,,,,7.0,2.5,2.2,3.5,3.6,3.2
1095,Hu Baifan,,,,1.1,2.3,1.7,2.6,4.5,4.8,3.2
1096,Sukanto Tanoto,2.1,1.8,1.3,1.5,1.1,1.3,1.2,1.4,2.1,3.0
1097,Gustavo Denegri,,1.1,1.3,1.6,2.3,2.6,3.1,5.1,3.7,3.2
1098,He Xiaopeng,,,,,,1.3,1.2,5.5,4.0,1.4
1099,Fan Daidi,,,,,,,,,,
1100,Eren Ozmen,,,,,1.5,1.2,1.4,1.2,2.6,2.5
1101,Maritsa Lazari,,,2.1,2.0,2.5,2.5,2.5,2.9,2.8,2.7
1102,Kalanithi Maran,2.2,2.9,2.2,3.8,5.2,2.8,1.6,2.6,2.4,2.4
1103,Sebastian Pi̱era,2.4,2.5,2.5,2.7,2.8,2.8,2.6,2.9,2.8,2.9
1104,Alberto Bombassei,1.2,1.5,1.6,,,,,2.4,2.1,2.9
1105,J. Hyatt Brown,,,,,1.1,1.2,1.6,2.0,2.6,2.2
1106,Leonard Schleifer,1.0,1.3,1.3,1.4,1.3,1.8,2.1,1.8,1.2,2.6
1107,Lorenzo Fertitta,1.3,1.5,1.4,2.0,2.2,2.0,1.5,2.2,2.6,2.8
1108,Willis Johnson,,,,,,,,1.8,1.9,2.2
1109,Phillip T. (Terry) Ragon,1.6,1.6,1.5,2.0,2.2,2.2,1.7,2.2,1.8,2.2
1110,Ye Guofu,,,,,,,,3.5,,2.5
1111,Karsanbhai Patel,,,1.6,2.6,3.6,4.7,3.1,3.8,3.0,2.7
1112,Felix Baker,,,,,,,1.4,1.9,2.8,2.6
1113,Catheline Perier D'Ieteren,,,,,,,,,,
1114,J. Tomilson Hill,,1.2,1.1,1.2,1.4,1.4,1.6,2.0,2.8,2.5
1115,Glenn Dubin,1.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.7
1116,Aneel Bhusri,1.3,1.3,,1.3,1.6,2.4,1.7,2.8,2.7,2.2
1117,Thomas Tull,,,1.1,1.1,1.2,1.2,1.2,1.2,2.3,2.7
1118,Roger Wang,,,,,,,,3.7,3.6,2.5
1119,Alberto Siccardi,,,,,,,1.3,2.2,2.4,2.3
1120,Frank Fertitta III,1.3,1.5,1.4,2.0,2.2,2.0,1.5,2.2,2.6,2.7
1121,Denis O'Brien,6.0,6.8,5.7,4.7,4.6,4.0,2.9,4.6,3.8,2.7
1122,Maren Otto,,,,,3.5,3.2,1.7,3.8,3.5,2.8
1123,Urs Wietlisbach,,,1.3,1.8,2.4,2.4,2.0,2.9,2.8,2.4
1124,Alfred Gantner,,,1.3,1.8,2.4,2.4,2.0,2.9,2.8,2.4
1125,Marcel Erni,,,1.3,1.8,2.4,2.4,2.0,2.9,2.8,2.4
1126,Sergio Mantegazza,4.7,2.9,2.7,3.1,2.9,2.5,2.5,2.7,2.8,2.6
1127,Wayne Rothbaum,,,,,,,,,,
1128,Guangming Wu,1.8,1.9,2.0,1.9,1.7,1.7,2.0,2.6,2.9,2.7
1129,Alexander Skorobogatko,2.3,2.4,2.3,3.0,3.4,3.2,3.3,2.9,2.0,2.7
1130,Jack Cowin,,1.2,1.4,1.7,1.8,1.8,1.6,3.2,3.2,2.7
1131,Taha Mikati,3.1,3.3,2.5,2.6,2.8,2.5,2.2,2.5,3.2,2.8
1132,Nandan Nilekani,1.4,1.8,1.6,1.6,1.9,2.1,1.4,2.5,3.4,2.8
1133,Ranjan Pai,1.4,1.7,1.7,1.7,1.9,1.9,1.5,1.3,1.4,2.8
1134,Matthias Reinhart,,,1.5,1.7,1.8,1.5,1.6,2.5,2.6,2.4
1135,Andrei Bokarev,1.5,,,1.7,2.0,1.5,1.7,2.5,1.2,2.7
1136,Harindarpal Banga,1.0,,,1.0,1.2,1.2,1.5,1.5,2.6,2.7
1137,Kang An,1.0,1.2,1.3,1.8,1.8,2.2,3.9,5.4,3.3,2.8
1138,Wesley Batista,,,,,,1.3,2.1,2.9,4.3,2.6
1139,Joesley Batista,,,,,,1.3,2.1,2.9,4.3,2.6
1140,Hans Langer,,,,,,2.6,2.9,2.5,2.4,2.7
1141,Yuzhu Shi,3.1,3.9,1.5,3.3,2.8,1.5,1.3,6.3,3.6,2.5
1142,Najib Mikati,3.1,3.3,2.5,2.6,2.7,2.5,2.1,2.5,3.2,2.8
1143,Qiu Jianping,,1.5,,2.4,1.9,1.5,1.4,3.8,2.3,2.4
1144,Maggie Hardy,,1.2,1.8,1.3,,,1.4,2.9,1.4,2.7
1145,Paolo Rocca,,,,,,,,,,
1146,Gianfelice Rocca,,,,,,,,,,
1147,Arnout Schuijff,,,,,,1.4,1.4,3.5,2.9,2.4
1148,Akira Mori,4.2,3.7,4.9,4.4,6.3,4.7,3.4,4.0,3.7,2.8
1149,Robert Friedland,,,,1.3,1.2,1.0,,1.7,2.2,2.7
1150,Richard Peery,2.2,2.3,2.2,2.5,2.5,2.8,2.4,2.7,2.8,2.7
1151,Rafique Malik,,,,,,,,1.0,1.5,2.1
1152,Alejandro Santo Domingo,11.1,4.4,4.9,4.7,4.3,3.4,2.1,2.9,2.6,2.6
1153,Timm Oberwelland,,,,,,,,,,
1154,Bulat Utemuratov,2.2,2.6,2.3,2.3,2.6,3.4,2.7,3.4,2.8,2.7
1155,Cao Longxiang,,1.8,1.8,2.7,3.6,3.2,2.0,2.3,2.9,2.9
1156,Gu Yuhua,,,,1.9,2.7,2.0,1.8,3.1,3.5,2.9
1157,Zhang Jian,,,,,,,,,1.6,3.6
1158,Baba Kalyani,1.3,2.6,1.9,2.4,3.5,2.2,1.7,2.3,2.5,2.5
1159,Sun Shoukuan,,1.5,1.2,1.1,1.8,2.6,2.5,2.7,2.8,2.8
1160,Raj Sardana,,,,,,,,,,
1161,Fatih Ozmen,,,,,1.5,1.2,1.4,1.2,2.5,2.4
1162,Anna Katharina Viessmann,,,,,,,1.3,2.2,2.8,2.6
1163,N. Murray Edwards,2.1,1.8,1.3,1.8,1.8,1.5,,1.8,2.9,2.7
1164,Yvonne Bauer,3.5,2.8,2.6,2.8,3.2,2.9,2.3,2.4,2.7,2.6
1165,Nithin Kamath,,,,,,,,,,
1166,Hans Georg Naeder,,2.0,2.1,2.2,3.2,3.6,3.2,3.8,2.6,2.6
1167,Du Jiangtao,1.3,1.6,1.9,2.2,2.5,1.3,,4.0,3.5,2.8
1168,Alexander Frolov,1.5,1.8,1.5,1.8,2.2,2.7,2.4,3.4,2.3,2.7
1169,Alceu Elias Feldmann,,,,,,2.2,2.1,5.4,2.6,2.5
1170,Julia Thiele-Schuerhoff,,,,,,,,3.5,3.6,2.6
1171,Zhang Hongwei,1.7,1.6,,,1.5,3.3,3.5,3.6,2.4,1.9
1172,Alicia Koplowitz,2.1,2.3,2.2,2.5,2.9,2.3,2.4,2.8,2.7,2.6
1173,Dmitry Kamenshchik,1.4,3.8,2.9,3.6,3.5,2.8,2.1,1.8,1.7,2.6
1174,Deng Wen,,,,,,,1.6,3.4,2.9,3.1
1175,Stefan Wirtgen,,,,,,,,,,
1176,Jurgen Wirtgen,,,,,,,,,,
1177,Chris Larsen,,,,,4.6,1.9,2.6,3.4,4.3,2.2
1178,John Dorrance III,2.5,2.6,2.7,2.7,2.8,2.6,2.6,2.6,2.7,2.6
1179,Tench Coxe,,,,,,,,,1.8,1.6
1180,Angela Leong,2.8,1.7,1.4,4.1,3.7,4.1,3.0,3.4,2.8,2.7
1181,Mustafa Rahmi Koc,2.1,2.5,2.0,2.2,2.5,1.9,1.5,2.3,1.5,2.7
1182,Ben Ashkenazy,,,,,4.0,4.0,3.5,2.9,2.7,2.6
1183,Jayshree Ullal,,,,,1.3,1.2,1.0,1.4,2.1,2.3
1184,Yadu Hari Dalmia,,,,,,,,2.2,2.2,2.5
1185,Byron Trott,,,,,,,,,1.7,2.5
1186,Chen Tianshi,,,,,,,,2.8,1.6,1.6
1187,Mohed Altrad,,1.0,1.0,1.6,2.7,2.7,3.3,3.4,3.4,3.3
1188,C. Dean Metropoulos,1.3,2.2,2.4,2.4,2.5,2.4,2.4,2.6,2.7,2.6
1189,Vivek Chand Burman,,1.6,1.4,1.6,2.0,2.3,2.3,2.8,2.7,2.5
1190,Lin Xiucheng,1.7,1.8,2.4,3.3,5.4,2.0,3.3,5.0,4.6,3.0
1191,Kishore Mariwala,,1.1,1.2,1.5,1.7,1.9,1.3,2.1,2.5,2.3
1192,Kei Hoi Pang,,1.4,1.3,2.0,5.6,6.6,6.5,7.8,3.2,2.7
1193,Lachhman Das Mittal,1.1,1.5,1.7,1.4,2.0,1.9,1.3,1.9,2.5,2.5
1194,Kenneth Dart,,,,,,,,,3.6,3.9
1195,Henry Laufer,,,,,2.0,2.0,2.1,2.1,2.0,2.6
1196,Michael S. Smith,,,,,,,,1.1,1.1,2.6
1197,Richard Sands,,,,,3.1,2.7,2.3,2.1,3.4,2.3
1198,Choo Chong Ngen,1.1,1.3,1.3,1.9,2.1,2.6,2.5,2.6,2.4,2.8
1199,Bernard Saul II,2.3,2.6,2.8,3.6,3.5,3.6,2.9,3.3,3.7,4.0
1200,Ray Davis,1.6,3.1,1.7,2.7,2.7,2.4,1.7,2.1,2.3,2.6
1201,Charles Munger,1.1,1.3,1.2,1.5,1.7,1.6,1.6,2.0,2.5,2.2
1202,Alexander Ponomarenko,2.3,2.4,2.3,3.0,3.4,3.2,3.3,2.9,1.9,2.6
1203,James Packer,6.5,5.2,3.5,3.0,4.1,3.6,2.3,3.2,3.8,2.6
1204,Kevin David Lehmann,,,,,,,,3.3,2.4,2.3
1205,Miriam Baumann-Blocher,1.1,1.3,1.3,2.1,1.9,1.6,1.9,2.7,2.9,2.6
1206,Ferit Faik Sahenk,2.1,2.5,2.4,2.1,2.4,2.0,2.3,3.0,2.4,2.5
1207,Evan Spiegel,,1.5,2.1,4.0,4.1,2.1,1.9,11.1,6.1,2.7
1208,Ulrike Baro,,,,,,,,1.5,2.5,2.7
1209,Christian Latouche,,,,1.6,2.1,2.1,2.1,1.5,2.2,2.1
1210,Nicholas Pritzker,1.4,1.5,1.4,1.4,1.5,2.0,1.9,1.7,2.8,2.6
1211,Somphote Ahunai,,1.4,,1.2,3.4,2.5,1.5,3.3,4.0,3.4
1212,Julian Baker,,,,,,,1.4,1.9,2.8,2.6
1213,Tomas Olivo Lopez,,,,,2.2,2.4,1.8,1.6,1.6,2.5
1214,Daniel Ek,,,,,,2.2,2.0,4.6,2.4,2.3
1215,Dieter Schnabel,4.5,1.7,2.5,1.7,1.3,1.3,1.0,2.1,1.7,2.6
1216,Zhu Gongshan,2.1,1.5,3.3,2.3,2.1,1.8,1.5,3.8,3.9,3.0
1217,Peter Hargreaves,3.8,2.8,2.9,2.8,3.9,3.6,3.1,4.2,3.1,2.4
1218,Roy Carroll II,,,,,,,,,,
1219,Ramesh Juneja,,,,,,,,,1.4,1.5
1220,Brad Kelley,2.0,2.1,2.2,2.2,2.3,2.3,2.4,2.6,2.7,2.5
1221,Yoo Jung-hyun,,,,,,,,,2.9,3.1
1222,Charles Ergen,15.0,20.1,12.2,18.3,13.4,9.6,5.4,9.6,8.7,3.2
1223,Zhu Xingming,,,,,1.0,,,3.0,2.6,2.8
1224,Venu Srinivasan,,,,,,,,,1.1,2.1
1225,Jonathan Kwok,,,,,,2.5,2.0,2.4,2.2,2.7
1226,Geoffrey Kwok,,,,,,2.9,2.5,3.0,2.8,2.7
1227,Bhadresh Shah,,1.0,,1.4,1.3,1.4,1.2,1.6,1.4,2.0
1228,Henry Davis,,,,,1.0,1.3,1.1,1.1,2.3,2.5
1229,Lu Weiding,,,,,1.0,2.0,,1.1,3.1,2.6
1230,Thor Bjorgolfsson,,1.3,1.6,1.8,2.0,2.1,2.0,2.2,2.5,2.5
1231,Donald Trump,3.9,4.1,4.5,3.5,3.1,3.1,2.1,2.4,3.0,2.5
1232,Forrest Li,,,,,,,1.9,12.4,5.3,4.6
1233,Yin Yee Lee,,,,,1.5,1.4,1.8,4.3,4.2,3.1
1234,Jeff Sutton,2.7,3.2,3.4,3.6,4.0,4.3,3.8,2.9,3.1,2.5
1235,Fernando Chico Pardo,,,,,,1.5,,1.4,1.9,2.6
1236,Frank Laukien,,,,,1.1,1.2,1.3,2.1,2.3,2.7
