,name,Wealth_History,personal_data
2456,Ryan Breslow,"[{""percent"":100,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":55.00000000000001,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age29Source of WealthE-commerce software, Self MadeResidenceMiami, FloridaCitizenshipUnited StatesMarital StatusSingleEducationDrop Out, Stanford University"
2457,David Golub,"[{""percent"":100,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age61Source of WealthPrivate equity, Self MadeSelf-Made Score7ResidenceNew York, New YorkCitizenshipUnited StatesEducationBachelor of Arts/Economics, Harvard College; Master of Philosophy, Oxford University; Master of Business Administration, Stanford Business School"
2458,Michael Spencer,"[{""percent"":78.57142857142857,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2008""},{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":78.57142857142857,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":78.57142857142857,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age68Source of WealthStock exchange, Self MadeResidenceLondon, Suffolk, United KingdomCitizenshipUnited KingdomMarital StatusMarriedChildren3EducationBachelor of Arts/Science, Oxford University"
2459,Antonio Percassi,"[{""percent"":71.42857142857143,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":92.85714285714286,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":78.57142857142857,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age70Source of WealthReal estate, diversified, Self MadeResidenceBergamo, ItalyCitizenshipItalyMarital StatusDivorcedChildren6"
2460,Zhou Wen & family,"[{""percent"":100,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":83.33333333333334,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age58Source of WealthChemicals, Self MadeResidenceShanghai, ChinaCitizenshipChinaMarital StatusMarried"
2461,Huang Xiaofen & family,"[{""percent"":66.66666666666666,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":80,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":93.33333333333333,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":93.33333333333333,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":73.33333333333333,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age61Source of WealthPrinted circuit boards, Self MadeResidenceShenzhen, ChinaCitizenshipChinaMarital StatusMarried"
2462,Wu Kaiting,"[{""percent"":100,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":56.666666666666664,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":43.333333333333336,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":60,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":50,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":36.666666666666664,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age53Source of WealthElectronics, Self MadeResidenceXiamen, ChinaCitizenshipHong Kong"
2463,George Sakellaris,"[{""percent"":100,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":62.5,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age77Source of WealthEnergy services, Self MadeResidenceMilton, MassachusettsCitizenshipUnited StatesMarital StatusMarriedChildren2EducationMaster of Business Administration, Northeastern University; Master of Science in Engineering, Northeastern University; Bachelor of Science in Engineering, University of Maine"
2464,Hiroshi Ishibashi,"[{""percent"":100,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":100,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":90.9090909090909,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age76Source of WealthtiresResidenceTokyo, JapanCitizenshipJapanMarital StatusMarriedChildren3"
2465,Xue Jiping,"[{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":73.33333333333333,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age72Source of WealthCable, Self MadeResidenceNantong, ChinaCitizenshipChina"
2466,Li Guoqing,"[{""percent"":100,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":72.72727272727273,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":54.54545454545454,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age53Source of WealthPetro Fibre, Self MadeResidenceHangzhou, ChinaCitizenshipChina"
2467,Xu Yuejuan,"[{""percent"":100,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":72.72727272727273,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":54.54545454545454,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age61Source of WealthPetro Fibre, Self MadeResidenceHangzhou, ChinaCitizenshipChinaMarital StatusMarried"
2468,Thomas Bruch,"[{""percent"":100,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":66.66666666666666,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":85.71428571428571,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":61.904761904761905,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":90.47619047619048,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":95.23809523809523,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":76.19047619047619,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":52.38095238095239,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":66.66666666666666,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":52.38095238095239,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age73Source of WealthRetailResidenceSt. Wendel, GermanyCitizenshipGermanyMarital StatusMarriedChildren3EducationMaster of Business Administration, University of Saarland"
2469,Aras Agalarov,"[{""percent"":84.21052631578947,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2012""},{""percent"":94.73684210526315,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":94.73684210526315,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":100,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":63.1578947368421,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":89.47368421052632,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":94.73684210526315,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":100,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":89.47368421052632,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":63.1578947368421,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""}]","Age67Source of Wealthreal estate, Self MadeResidenceMoscow, RussiaCitizenshipRussiaMarital StatusMarriedChildren2EducationBachelor of Arts/Science, Baku Polytechnical Instit"
2470,Shlomo Eliahu,"[{""percent"":78.57142857142857,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2011""},{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":78.57142857142857,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":92.85714285714286,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":78.57142857142857,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age87Source of WealthInsurance, Self MadeResidenceTel Aviv, IsraelCitizenshipIsraelMarital StatusDivorcedChildren4"
2471,Brad Keywell,,"Age53Source of WealthSoftware, investments, Self MadeSelf-Made Score8ResidenceChicago, IllinoisCitizenshipUnited StatesMarital StatusDivorcedChildren2EducationBachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan"
2472,Li Shui-po,"[{""percent"":73.33333333333333,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age66Source of WealthStainless steel products, Self MadeResidenceKunshan, ChinaCitizenshipTaiwanMarital StatusMarried"
2473,Gleb Fetisov,"[{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":78.57142857142857,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age57Source of WealthInvestments, Self MadeResidenceLimassol, CyprusCitizenshipRussiaMarital StatusMarriedChildren3EducationDoctorate, Moscow State University"
2474,Yao Hsiao Tung,"[{""percent"":90.9090909090909,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":90.9090909090909,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age83Source of WealthManufacturing, Self MadeResidenceSingapore, SingaporeCitizenshipSingaporeMarital StatusMarried"
2475,Zhen Li & family,"[{""percent"":68.75,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":100,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":93.75,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":75,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age59Source of WealthLithium batteries, Self MadeResidenceHefei, ChinaCitizenshipChina"
2476,Lawrence Ho,"[{""percent"":100,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":66.66666666666666,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":40,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":53.333333333333336,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":83.33333333333334,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":76.66666666666667,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":53.333333333333336,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":80,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":40,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age46Source of WealthCasinosResidenceHong Kong, Hong KongCitizenshipHong KongMarital StatusMarriedChildren1EducationBachelor of Arts/Science, University of Toronto"
2477,Zhong Peifeng,"[{""percent"":64.70588235294117,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2022""}]","Age60Source of Wealthsemiconductor, Self MadeResidenceBeijing, ChinaCitizenshipUnited StatesMarital StatusMarried"
2478,Alexander Tedja,"[{""percent"":62.5,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":62.5,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":81.25,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":100,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":87.5,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":75,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2022""}]","Age77Source of Wealthreal estate, Self MadeResidenceJakarta, IndonesiaCitizenshipIndonesiaMarital StatusMarriedChildren4"
2479,Michael Kum,,"Age78Source of WealthHotels, Self MadeResidenceSingapore, SingaporeCitizenshipSingaporeMarital StatusMarriedChildren3"
2480,Gary Lauder,"[{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":93.33333333333333,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":86.66666666666667,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age61Source of WealthEstée LauderSelf-Made Score3ResidenceAtherton, CaliforniaCitizenshipUnited StatesMarital StatusMarriedChildren2EducationMaster of Business Administration, Stanford Business School; Bachelor of Arts/Science, University of Pennsylvania"
2481,Helena Revoredo,"[{""percent"":77.77777777777779,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":81.48148148148148,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":62.96296296296296,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":81.48148148148148,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":74.07407407407408,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":40.74074074074074,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":55.55555555555556,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":44.44444444444444,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":40.74074074074074,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age76Source of WealthSecurity servicesResidenceMadrid, SpainCitizenshipSpainMarital StatusWidowedChildren4EducationBachelor of Arts/Science, Catholic University of Buenos Aires; Master of Business Administration, IESE Business School"
2482,Wijono Tanoko,,"Age70Source of WealthPaintsResidenceSurabaya, IndonesiaCitizenshipIndonesiaMarital StatusMarriedChildren4"
2483,Stelios Haji-Ioannou,"[{""percent"":33.87096774193548,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":100,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":54.83870967741935,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":45.16129032258064,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":32.25806451612903,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":51.61290322580645,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":41.935483870967744,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":38.70967741935484,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":35.483870967741936,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":32.25806451612903,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age56Source of WealthEasyJetResidenceMonte Carlo, MonacoCitizenshipCyprusMarital StatusSingleEducationMaster of Science, City University of London; Bachelor of Arts/Science, London School of Economics"
2484,Xiu Laigui,"[{""percent"":68.75,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2012""},{""percent"":87.5,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":62.5,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":68.75,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":75,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":75,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":81.25,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":75,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":68.75,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age69Source of WealthPharmaceuticals, Self MadeResidenceTonghua, ChinaCitizenshipChinaMarital StatusMarriedChildren2"
2485,Kim Jung-youn,,Age19Source of WealthOnline gamingCitizenshipSouth KoreaMarital StatusSingle
2486,Kim Jung-min,,Age21Source of WealthOnline gamingCitizenshipSouth KoreaMarital StatusSingle
2487,Francesco Saputo,,"Source of WealthCheeseResidenceMontreal, CanadaCitizenshipCanada"
2488,He Zhiping,"[{""percent"":66.66666666666666,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":66.66666666666666,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":86.66666666666667,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age59Source of WealthInvestments, Self MadeResidenceShenzhen, ChinaCitizenshipChinaMarital StatusMarried"
2489,Wang Fuji,"[{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Source of WealthPharmaceuticals, Self MadeResidenceZhangzhou, ChinaCitizenshipChina"
2490,Yuan Liping,"[{""percent"":100,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":55.55555555555556,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":38.88888888888889,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age52Source of WealthPharmaceuticalsResidenceShenzhen, ChinaCitizenshipCanadaMarital StatusDivorced"
2491,Farkhad Akhmedov,"[{""percent"":82.35294117647058,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":82.35294117647058,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":82.35294117647058,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":76.47058823529412,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":82.35294117647058,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":82.35294117647058,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":82.35294117647058,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":82.35294117647058,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":64.70588235294117,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age67Source of WealthInvestments, Self MadeResidenceMoscow, RussiaCitizenshipRussiaMarital StatusDivorcedChildren3"
2492,Philip Fayer,"[{""percent"":94.44444444444444,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":72.22222222222221,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age45Source of WealthOnline payments, Self MadeResidenceMontreal, CanadaCitizenshipCanadaMarital StatusMarried"
2493,Qian Ying,"[{""percent"":63.63636363636363,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":72.72727272727273,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":54.54545454545454,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age57Source of WealthPig breeding, Self MadeResidenceNanyang, ChinaCitizenshipChinaMarital StatusMarried"
2494,Thomas von Koch,"[{""percent"":80,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":80,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age57Source of WealthAsset management, Self MadeResidenceHong Kong, Hong KongCitizenshipSwedenMarital StatusMarried"
2495,Wang Yanqing & family,"[{""percent"":58.82352941176471,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":82.35294117647058,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age77Source of WealthCarbon fiber productsResidenceWeihai, ChinaCitizenshipChinaMarital StatusWidowed"
2496,Zhang Yin,"[{""percent"":47.82608695652174,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":45.65217391304348,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":43.47826086956522,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":69.56521739130434,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":78.26086956521739,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":65.21739130434783,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":56.52173913043478,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":65.21739130434783,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":52.17391304347826,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age66Source of WealthPaper manufacturing, Self MadeResidenceDongguan, ChinaCitizenshipChinaMarital StatusMarriedChildren2"
2497,Dmitry Nikolaev,,"Age56Source of WealthCoal, Self MadeResidenceKemerovo, RussiaCitizenshipRussiaMarital StatusMarriedChildren3"
2498,Farhad Ebrahimi,,"Age84Source of WealthSolar panels, Self MadeResidenceDenver, ColoradoCitizenshipUnited StatesMarital StatusMarriedChildren2"
2499,Xu Shijun & family,"[{""percent"":100,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":66.66666666666666,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age60Source of WealthManufacturing, Self MadeResidenceNantong, ChinaCitizenshipChinaMarital StatusMarried"
2500,Luigi Cremonini & family,"[{""percent"":50,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":58.333333333333336,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":54.166666666666664,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":70.83333333333334,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":62.5,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":66.66666666666666,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":50,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2022""}]","Age84Source of Wealthmeat processing, Self MadeResidenceModena, ItalyCitizenshipItalyMarital StatusMarriedChildren4"
2501,Wanmao Xu,"[{""percent"":66.66666666666666,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":80,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age78Source of WealthEducation, Self MadeResidenceNingbo, ChinaCitizenshipChina"
2502,Bob Muglia,"[{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":84.61538461538461,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2022""}]","Age63Source of Wealthsoftware, Self MadeResidenceMercer Island, WashingtonCitizenshipUnited StatesMarital StatusMarriedChildren1EducationBachelor of Science, University of Michigan"
2503,Peter Kamprad,"[{""percent"":83.33333333333334,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":83.33333333333334,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":91.66666666666666,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":83.33333333333334,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":83.33333333333334,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":91.66666666666666,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":91.66666666666666,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age59Source of WealthIKEAResidenceTervuren, BelgiumCitizenshipSwedenMarital StatusMarriedChildren2"
