,name,Wealth_History,personal_data
222,Manuel Villar,"[{""percent"":18.6046511627907,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":15.11627906976744,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":17.441860465116278,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":34.883720930232556,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":63.95348837209303,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":65.11627906976744,""worth"":""$5.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":83.72093023255815,""worth"":""$7.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":96.51162790697676,""worth"":""$8.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$8.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age73Source of WealthReal estate, Self MadeResidenceManila, PhilippinesCitizenshipPhilippinesMarital StatusMarriedChildren3"
223,Azim Premji,"[{""percent"":67.69911504424779,""worth"":""$15.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":84.51327433628319,""worth"":""$19.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":66.3716814159292,""worth"":""$15B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":65.929203539823,""worth"":""$14.9B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":83.1858407079646,""worth"":""$18.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":100,""worth"":""$22.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":26.991150442477874,""worth"":""$6.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":38.05309734513274,""worth"":""$8.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":43.36283185840708,""worth"":""$9.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":40.707964601769916,""worth"":""$9.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age77Source of WealthSoftware servicesResidenceBangalore, IndiaCitizenshipIndiaMarital StatusMarriedChildren2EducationBachelor of Arts/Science, Stanford University"
224,Charles Schwab,"[{""percent"":47.540983606557376,""worth"":""$5.8B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":52.459016393442624,""worth"":""$6.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":44.26229508196721,""worth"":""$5.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":68.0327868852459,""worth"":""$8.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":77.04918032786885,""worth"":""$9.4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":68.0327868852459,""worth"":""$8.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":54.91803278688525,""worth"":""$6.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":86.88524590163934,""worth"":""$10.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$12.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":75.40983606557377,""worth"":""$9.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age85Source of WealthDiscount brokerage, Self MadeSelf-Made Score8ResidenceWoodside, CaliforniaCitizenshipUnited StatesMarital StatusMarriedChildren5EducationMaster of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, Stanford University"
225,Antonia Ax:son Johnson & family,"[{""percent"":92.3913043478261,""worth"":""$8.5B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":57.608695652173914,""worth"":""$5.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":61.95652173913043,""worth"":""$5.7B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":59.78260869565217,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":68.47826086956522,""worth"":""$6.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":58.69565217391305,""worth"":""$5.4B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":59.78260869565217,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":80.43478260869566,""worth"":""$7.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":78.26086956521739,""worth"":""$7.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$9.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age79Source of WealthDiversifiedResidenceStockholm, SwedenCitizenshipSwedenMarital StatusMarriedChildren4EducationMaster of Arts, University of Stockholm"
226,Jiang Rensheng & family,"[{""percent"":9.01639344262295,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":6.967213114754098,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":7.377049180327869,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":9.426229508196721,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":14.754098360655737,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":20.081967213114755,""worth"":""$4.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":31.147540983606557,""worth"":""$7.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$24.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":72.54098360655738,""worth"":""$17.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":50,""worth"":""$12.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age69Source of WealthVaccines, Self MadeResidenceChongqing, ChinaCitizenshipChinaMarital StatusMarriedChildren1EducationAssociate in Arts/Science, Guilin Medical University"
227,Georg Stumpf,"[{""percent"":18.9873417721519,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":36.708860759493675,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":37.9746835443038,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":55.69620253164557,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":82.27848101265823,""worth"":""$6.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$7.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$7.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age50Source of WealthReal estate, construction, Self MadeResidenceVienna, AustriaCitizenshipAustriaMarital StatusIn Relationship"
228,Michael Otto,"[{""percent"":100,""worth"":""$18.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":98.36956521739131,""worth"":""$18.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":83.69565217391305,""worth"":""$15.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":41.84782608695652,""worth"":""$7.7B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":59.78260869565217,""worth"":""$11B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":37.5,""worth"":""$6.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":17.934782608695652,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":48.369565217391305,""worth"":""$8.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":48.369565217391305,""worth"":""$8.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":47.28260869565217,""worth"":""$8.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age80Source of WealthRetail, real estateResidenceHamburg, GermanyCitizenshipGermanyMarital StatusMarriedChildren2EducationDoctorate, University of Hamburg; Doctorate, University of Munich"
229,Nathan Blecharczyk,"[{""percent"":15.32258064516129,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":26.61290322580645,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":30.64516129032258,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":30.64516129032258,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":29.838709677419356,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":33.064516129032256,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$12.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":74.19354838709677,""worth"":""$9.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":64.51612903225806,""worth"":""$8B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age40Source of WealthAirbnb, Self MadeSelf-Made Score8ResidenceSan Francisco, CaliforniaCitizenshipUnited StatesMarital StatusMarriedChildren2EducationBachelor of Arts/Science, Harvard University"
230,Jack Dangermond,"[{""percent"":35.714285714285715,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":41.42857142857143,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":42.857142857142854,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":45.714285714285715,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":58.57142857142858,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":57.14285714285714,""worth"":""$4B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":57.14285714285714,""worth"":""$4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":80,""worth"":""$5.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":91.42857142857143,""worth"":""$6.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age77Source of WealthMapping software, Self MadeSelf-Made Score8ResidenceRedlands, CaliforniaCitizenshipUnited StatesMarital StatusMarriedEducationBachelor of Arts/Science, California State Polytechnical University; Master of Science, Harvard University; Master of Science, University of Minnesota"
231,Jay Y. Lee,"[{""percent"":49.45054945054945,""worth"":""$4.5B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":79.12087912087912,""worth"":""$7.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":65.93406593406593,""worth"":""$6B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":65.93406593406593,""worth"":""$6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":81.31868131868131,""worth"":""$7.4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":75.82417582417582,""worth"":""$6.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":54.94505494505495,""worth"":""$5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":91.20879120879121,""worth"":""$8.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$9.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":86.81318681318682,""worth"":""$7.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age55Source of WealthSamsungResidenceSeoul, South KoreaCitizenshipSouth KoreaMarital StatusDivorcedChildren2EducationMaster of Business Administration, Keio University; Bachelor of Arts/Science, Seoul National University"
232,Andrew Beal,"[{""percent"":93.16239316239316,""worth"":""$10.9B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":100,""worth"":""$11.7B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":80.34188034188034,""worth"":""$9.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":88.88888888888889,""worth"":""$10.4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":99.14529914529915,""worth"":""$11.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":77.77777777777779,""worth"":""$9.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":67.52136752136752,""worth"":""$7.9B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":67.52136752136752,""worth"":""$7.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":84.61538461538461,""worth"":""$9.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":88.03418803418803,""worth"":""$10.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age70Source of WealthBanks, real estate, Self MadeSelf-Made Score8ResidenceDallas, TexasCitizenshipUnited StatesMarital StatusDivorcedChildren6EducationDrop Out, Baylor University"
233,Tatyana Bakalchuk,"[{""percent"":7.6923076923076925,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":7.6923076923076925,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$13B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":16.153846153846153,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":67.6923076923077,""worth"":""$8.8B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age47Source of WealthEcommerce, Self MadeResidenceMoscow region, RussiaCitizenshipRussiaMarital StatusMarriedChildren7EducationBachelor of Science, State University of Management"
234,Jay Chaudhry,"[{""percent"":24.561403508771928,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":87.71929824561403,""worth"":""$10B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$11.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":52.63157894736842,""worth"":""$6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age63Source of WealthSecurity software, Self MadeSelf-Made Score9ResidenceReno, NevadaCitizenshipUnited StatesMarital StatusMarriedChildren3EducationBachelor of Technology, Indian Institute of Technology, BHU"
235,"Henry Nicholas, III.","[{""percent"":19.696969696969695,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":25.757575757575758,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":30.303030303030305,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":45.45454545454545,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":50,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":57.57575757575758,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":40.909090909090914,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":81.81818181818183,""worth"":""$5.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":98.48484848484848,""worth"":""$6.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$6.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age63Source of WealthSemiconductors, Self MadeSelf-Made Score8ResidenceNewport Coast, CaliforniaCitizenshipUnited StatesMarital StatusDivorcedChildren3EducationBachelor of Arts/Science, University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles"
236,Thierry Dassault,"[{""percent"":71.42857142857143,""worth"":""$6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":55.952380952380956,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":86.90476190476191,""worth"":""$7.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$8.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":96.42857142857143,""worth"":""$8.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age66Source of WealthDiversifiedResidenceParis, FranceCitizenshipFrance"
237,Laurent Dassault,"[{""percent"":71.42857142857143,""worth"":""$6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":55.952380952380956,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":86.90476190476191,""worth"":""$7.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$8.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":96.42857142857143,""worth"":""$8.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age70Source of WealthDiversifiedResidenceParis, FranceCitizenshipFranceMarital StatusMarriedChildren2EducationAssociate in Arts/Science, Ecole Superieure Libre Des Sciences Commerciales Appliquees"
238,Carrie Perrodo & family,"[{""percent"":100,""worth"":""$10B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":88,""worth"":""$8.8B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":42,""worth"":""$4.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":63,""worth"":""$6.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":72,""worth"":""$7.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":56.99999999999999,""worth"":""$5.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":30,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":54,""worth"":""$5.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":70,""worth"":""$7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":88,""worth"":""$8.8B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age72Source of WealthOilResidenceLondon, United KingdomCitizenshipFranceMarital StatusWidowedChildren3"
239,Ivan Glasenberg,"[{""percent"":69.23076923076923,""worth"":""$6.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":56.043956043956044,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":23.076923076923077,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":56.043956043956044,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":71.42857142857143,""worth"":""$6.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":56.043956043956044,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":28.57142857142857,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":60.43956043956044,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$9.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":98.9010989010989,""worth"":""$9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age66Source of WealthMining, Self MadeResidenceRuschlikon, SwitzerlandCitizenshipSwitzerlandMarital StatusMarriedChildren2EducationMaster of Business Administration, Marshall School of Business; Bachelor of Arts/Science, University of Witwatersrand"
240,Alexander Otto,"[{""percent"":100,""worth"":""$11.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":90.67796610169492,""worth"":""$10.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":42.3728813559322,""worth"":""$5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$11.8B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":92.37288135593221,""worth"":""$10.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":76.27118644067797,""worth"":""$9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age56Source of WealthReal estateResidenceHamburg, GermanyCitizenshipGermanyMarital StatusMarriedEducationMaster of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College"
241,Nancy Walton Laurie,"[{""percent"":50.617283950617285,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":58.0246913580247,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":49.382716049382715,""worth"":""$4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":53.086419753086425,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":71.60493827160494,""worth"":""$5.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":70.37037037037037,""worth"":""$5.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":87.65432098765432,""worth"":""$7.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":92.5925925925926,""worth"":""$7.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$8.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":97.53086419753086,""worth"":""$7.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age72Source of WealthWalmartSelf-Made Score1ResidenceHenderson, NevadaCitizenshipUnited StatesMarital StatusMarriedChildren1EducationBachelor of Arts/Science, University of Memphis"
242,Marie-Hélène Habert-Dassault,"[{""percent"":71.42857142857143,""worth"":""$6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":55.952380952380956,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":86.90476190476191,""worth"":""$7.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$8.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":96.42857142857143,""worth"":""$8.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age58Source of WealthDiversifiedResidenceParis, FranceCitizenshipFranceMarital StatusMarriedEducationMaster, Sciences Po"
243,Finn Rausing,"[{""percent"":36.69064748201439,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":36.69064748201439,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":39.568345323741006,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":43.16546762589928,""worth"":""$6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":47.482014388489205,""worth"":""$6.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":56.83453237410072,""worth"":""$7.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":65.46762589928058,""worth"":""$9.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$13.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":70.50359712230215,""worth"":""$9.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":64.02877697841727,""worth"":""$8.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age68Source of WealthPackagingResidenceLondon, United KingdomCitizenshipSweden"
244,Kirsten Rausing,"[{""percent"":36.69064748201439,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":36.69064748201439,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":39.568345323741006,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":43.16546762589928,""worth"":""$6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":47.482014388489205,""worth"":""$6.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":56.83453237410072,""worth"":""$7.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":65.46762589928058,""worth"":""$9.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$13.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":70.50359712230215,""worth"":""$9.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":64.02877697841727,""worth"":""$8.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age71Source of WealthPackagingResidenceNewmarket, United KingdomCitizenshipSweden"
245,Jorn Rausing,"[{""percent"":41.007194244604314,""worth"":""$5.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":39.568345323741006,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":41.726618705035975,""worth"":""$5.8B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":43.884892086330936,""worth"":""$6.1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":50.35971223021583,""worth"":""$7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":62.589928057553955,""worth"":""$8.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":74.10071942446042,""worth"":""$10.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$13.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":70.50359712230215,""worth"":""$9.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":64.02877697841727,""worth"":""$8.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age63Source of WealthPackagingResidenceSurrey, United KingdomCitizenshipSweden"
246,George Roberts,"[{""percent"":60.97560975609756,""worth"":""$5B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":63.41463414634146,""worth"":""$5.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":50,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":60.97560975609756,""worth"":""$5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":65.85365853658537,""worth"":""$5.4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":67.07317073170732,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":64.63414634146342,""worth"":""$5.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":92.6829268292683,""worth"":""$7.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":97.5609756097561,""worth"":""$8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$8.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age79Source of WealthPrivate equity, Self MadeSelf-Made Score8ResidenceAtherton, CaliforniaCitizenshipUnited StatesMarital StatusWidowed, RemarriedChildren3EducationBachelor of Arts/Science, Claremont McKenna College; Doctor of Jurisprudence, UC Hastings"
247,Bernard Marcus,"[{""percent"":40.229885057471265,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":43.67816091954023,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":37.93103448275862,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":45.97701149425287,""worth"":""$4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":58.620689655172406,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":59.77011494252874,""worth"":""$5.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":52.87356321839081,""worth"":""$4.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":82.75862068965517,""worth"":""$7.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$8.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":91.95402298850574,""worth"":""$8B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age94Source of WealthHome Depot, Self MadeSelf-Made Score10ResidenceAtlanta, GeorgiaCitizenshipUnited StatesMarital StatusMarriedChildren3EducationBachelor of Arts/Science, Rutgers University"
