,Image,Rank,Name,Net_Worth,Age,Source,Country,internal_link,Industry
0,https://specials-images.forbesimg.com/imageserve/62d700cd6094d2c180f269b9/416x416.jpg?background=000000&cropX1=0&cropX2=959&cropY1=0&cropY2=959,1,Elon Musk,$242.7 B,52,"Tesla, SpaceX",United States,https://www.forbes.com/profile/elon-musk/?list=rtb/,Automotive
1,https://specials-images.forbesimg.com/imageserve/6067bcb1bfd36aed75c0c223/416x416.jpg?background=000000&cropX1=19&cropX2=1080&cropY1=19&cropY2=1080,41,Robin Zeng,$32.7 B,54,Batteries,Hong Kong,https://www.forbes.com/profile/robin-zeng/?list=rtb/,Automotive
2,https://specials-images.forbesimg.com/imageserve/f257c2f96ce1171be43e685e6d8f9fa3/416x416.jpg?background=000000&cropX1=124&cropX2=725&cropY1=92&cropY2=693,57,Stefan Quandt,$26.6 B,57,BMW,Germany,https://www.forbes.com/profile/stefan-quandt/?list=rtb/,Automotive
3,https://specials-images.forbesimg.com/imageserve/605e281e4f49584f571c9c42/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,61,Susanne Klatten,$25.3 B,61,"BMW, pharmaceuticals",Germany,https://www.forbes.com/profile/susanne-klatten/?list=rtb/,Automotive
4,//specials-images.forbesimg.com/imageserve/5dc0d6ac5e338c00066239e2/416x416.jpg?background=000000&cropX1=2491&cropX2=3773&cropY1=847&cropY2=2130,84,Wang Chuanfu,$19.8 B,57,"Batteries, automobiles",China,https://www.forbes.com/profile/wang-chuanfu/?list=rtb/,Automotive
5,https://specials-images.forbesimg.com/imageserve/5bcf84b931358e5b43344465/416x416.jpg?background=000000&cropX1=1390&cropX2=2922&cropY1=440&cropY2=1970,94,Li Shufu,$18.1 B,60,Automobiles,China,https://www.forbes.com/profile/li-shufu/?list=rtb/,Automotive
6,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,118,Huang Shilin,$14.9 B,56,Batteries,China,https://www.forbes.com/profile/huang-shilin/?list=rtb/,Automotive
7,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,127,Lu Xiangyang,$13.6 B,60,"Automobiles, batteries",China,https://www.forbes.com/profile/lu-xiangyang/?list=rtb/,Automotive
8,//specials-images.forbesimg.com/imageserve/5e790bb1c7b02d000666f9c1/416x416.jpg?background=000000&cropX1=1605&cropX2=3975&cropY1=86&cropY2=2456,140,Wei Jianjun & family,$12.3 B,59,Automobiles,China,https://www.forbes.com/profile/wei-jianjun/?list=rtb/,Automotive
9,//specials-images.forbesimg.com/imageserve/5d8a654022254b0008e15acc/416x416.jpg?background=000000&cropX1=261&cropX2=2362&cropY1=268&cropY2=2372,143,Shahid Khan,$11.9 B,72,Auto parts,United States,https://www.forbes.com/profile/shahid-khan/?list=rtb/,Automotive
10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Automotive
11,//specials-images.forbesimg.com/imageserve/5e762609c7b02d000666c810/416x416.jpg?background=000000&cropX1=605&cropX2=1884&cropY1=0&cropY2=1279,218,Georg Schaeffler,$9.3 B,58,Auto parts,Germany,https://www.forbes.com/profile/georg-schaeffler/?list=rtb/,Automotive
12,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,300,Wu Jianshu,$7.6 B,59,Auto parts,Hong Kong,https://www.forbes.com/profile/wu-jianshu/?list=rtb/,Automotive
13,//specials-images.forbesimg.com/imageserve/5e76d9e2d8e1ae0007b7266c/416x416.jpg?background=000000&cropX1=1231&cropX2=4241&cropY1=0&cropY2=3008,392,Piero Ferrari,$6.6 B,78,Automobiles,Italy,https://www.forbes.com/profile/piero-ferrari/?list=rtb/,Automotive
14,https://specials-images.forbesimg.com/imageserve/6182c14679844b6688e9678e/416x416.jpg?background=000000&cropX1=1460&cropX2=2555&cropY1=493&cropY2=1587,394,Li Ping,$6.6 B,55,Batteries,Hong Kong,https://www.forbes.com/profile/li-ping-1/?list=rtb/,Automotive
15,https://specials-images.forbesimg.com/imageserve/6063c138da160c7d05790c54/416x416.jpg?background=000000&cropX1=768&cropX2=2297&cropY1=69&cropY2=1599,413,Li Xiang,$6.4 B,41,Electric vehicles ,China,https://www.forbes.com/profile/li-xiang-1/?list=rtb/,Automotive
16,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,458,Vikram Lal & family,$5.8 B,81,Motorcycles,India,https://www.forbes.com/profile/vikram-lal/?list=rtb/,Automotive
17,//specials-images.forbesimg.com/imageserve/5d8ad21f22254b0008e1646d/416x416.jpg?background=000000&cropX1=874&cropX2=2968&cropY1=508&cropY2=2604,464,Dan Friedkin,$5.7 B,58,Toyota dealerships,United States,https://www.forbes.com/profile/dan-friedkin/?list=rtb/,Automotive
18,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,590,Mark Shoen,$4.7 B,72,U-Haul,United States,https://www.forbes.com/profile/mark-shoen/?list=rtb/,Automotive
19,//specials-images.forbesimg.com/imageserve/5ba3dab8a7ea434e4c693d17/416x416.jpg?background=000000&cropX1=263&cropX2=600&cropY1=192&cropY2=529,632,Ernest Garcia II,$4.4 B,66,Used cars,United States,https://www.forbes.com/profile/ernest-garcia-ii/?list=rtb/,Automotive
20,//specials-images.forbesimg.com/imageserve/5e77b16210380d0006fbc4bf/416x416.jpg?background=000000&cropX1=930&cropX2=3396&cropY1=144&cropY2=2608,650,Mong-Koo Chung,$4.4 B,85,Hyundai,South Korea,https://www.forbes.com/profile/mong-koo-chung/?list=rtb/,Automotive
21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Automotive
22,https://specials-images.forbesimg.com/imageserve/60f7355fc0b1bf1fe886f223/416x416.jpg?background=000000&cropX1=1864&cropX2=3045&cropY1=390&cropY2=1571,693,Gail Miller,$4.2 B,79,Car dealerships,United States,https://www.forbes.com/profile/gail-miller/?list=rtb/,Automotive
23,//specials-images.forbesimg.com/imageserve/5d8b09756de3150009a509cc/416x416.jpg?background=000000&cropX1=90&cropX2=1191&cropY1=28&cropY2=1129,720,E. Joe Shoen,$4.0 B,73,U-Haul,United States,https://www.forbes.com/profile/e-joe-shoen/?list=rtb/,Automotive
24,https://specials-images.forbesimg.com/imageserve/603eab25a5f320822476aba3/416x416.jpg?background=000000&cropX1=1222&cropX2=2117&cropY1=106&cropY2=1001,747,Vivek Chaand Sehgal,$3.9 B,66,Auto parts,Australia,https://www.forbes.com/profile/vivek-chaand-sehgal/?list=rtb/,Automotive
25,//specials-images.forbesimg.com/imageserve/43cf0251db56b4feefcd4ddd877d09ed/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=31&cropY2=772,789,Xia Zuoquan,$3.7 B,61,"Automobiles, batteries",China,https://www.forbes.com/profile/xia-zuoquan/?list=rtb/,Automotive
26,https://specials-images.forbesimg.com/imageserve/632e0a2ba6e11770e344b126/416x416.jpg?background=000000&cropX1=932&cropX2=1552&cropY1=230&cropY2=850,798,Roger Penske,$3.7 B,86,Cars,United States,https://www.forbes.com/profile/roger-penske/?list=rtb/,Automotive
27,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,869,Walter Frey,$3.4 B,79,Car dealerships,Switzerland,https://www.forbes.com/profile/walter-frey/?list=rtb/,Automotive
28,https://specials-images.forbesimg.com/imageserve/625f1a39847f2f3b2226f9f0/416x416.jpg?background=000000&cropX1=0&cropX2=1933&cropY1=166&cropY2=2100,886,Euisun Chung,$3.4 B,52,Hyundai,South Korea,https://www.forbes.com/profile/euisun-chung/?list=rtb/,Automotive
29,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,899,Nicolas D'Ieteren,$3.3 B,48,"Auto parts, distribution",Belgium,https://www.forbes.com/profile/nicolas-dieteren/?list=rtb/,Automotive
30,https://specials-images.forbesimg.com/imageserve/5d9f59e9793bd50006ea45cd/416x416.jpg?background=000000&cropX1=411&cropX2=707&cropY1=27&cropY2=323,902,Abhay Firodia,$3.3 B,78,Automobiles,India,https://www.forbes.com/profile/abhay-firodia/?list=rtb/,Automotive
31,//specials-images.forbesimg.com/imageserve/5e7648e4d8e1ae0007b71def/416x416.jpg?background=000000&cropX1=2227&cropX2=4640&cropY1=351&cropY2=2763,923,Huang Yi,$3.2 B,61,Car dealerships,Hong Kong,https://www.forbes.com/profile/huang-yi/?list=rtb/,Automotive
32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Automotive
33,//specials-images.forbesimg.com/imageserve/59cc1d9b31358e542c02fcb0/416x416.jpg?background=000000&cropX1=43&cropX2=2087&cropY1=141&cropY2=2185,940,Arvind Poddar,$3.2 B,65,Tires,India,https://www.forbes.com/profile/arvind-poddar/?list=rtb/,Automotive
34,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,948,Dong Jinggui,$3.2 B,,Electric scooters,China,https://www.forbes.com/profile/dong-jinggui/?list=rtb/,Automotive
35,https://specials-images.forbesimg.com/imageserve/5f46b164b82ea26e4ddc6618/416x416.jpg?background=000000&cropX1=42&cropX2=3280&cropY1=669&cropY2=3907,1016,Norman Braman,$3.0 B,90,"Art, car dealerships",United States,https://www.forbes.com/profile/norman-braman/?list=rtb/,Automotive
36,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,1062,Alberto Bombassei,$2.9 B,82,Automotive brakes,Italy,https://www.forbes.com/profile/alberto-bombassei/?list=rtb/,Automotive
37,https://specials-images.forbesimg.com/imageserve/5fb52b8651290292eff9b3a4/416x416.jpg?background=000000&cropX1=1641&cropX2=3326&cropY1=237&cropY2=1921,1075,Willis Johnson,$2.8 B,76,Damaged cars,United States,https://www.forbes.com/profile/willis-johnson/?list=rtb/,Automotive
38,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,1100,Catheline Perier D'Ieteren,$2.8 B,79,"Auto parts, distribution",Belgium,https://www.forbes.com/profile/catheline-perier-dieteren/?list=rtb/,Automotive
39,https://specials-images.forbesimg.com/imageserve/59cc1536a7ea434a34f46d14/416x416.jpg?background=000000&cropX1=918&cropX2=1964&cropY1=133&cropY2=1180,1191,Lachhman Das Mittal,$2.6 B,92,Tractors,India,https://www.forbes.com/profile/lachhman-das-mittal/?list=rtb/,Automotive
40,https://specials-images.forbesimg.com/imageserve/6206b0dceadff53dd4d9ed04/416x416.jpg?background=000000&cropX1=48&cropX2=1595&cropY1=0&cropY2=1546,1216,Venu Srinivasan,$2.6 B,70,Two-wheelers,India,https://www.forbes.com/profile/venu-srinivasan-1/?list=rtb/,Automotive
41,https://specials-images.forbesimg.com/imageserve/615b208454b2c7e9a7f49baa/416x416.jpg?background=000000&cropX1=330&cropX2=1268&cropY1=195&cropY2=1132,1227,Baba Kalyani,$2.5 B,74,Engineering,India,https://www.forbes.com/profile/baba-kalyani/?list=rtb/,Automotive
42,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,1238,Peter Unger,$2.5 B,78,Auto repair,Germany,https://www.forbes.com/profile/peter-unger/?list=rtb/,Automotive
43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Automotive
44,//specials-images.forbesimg.com/imageserve/5601a83fe4b0ffa7afe4f33d/416x416.jpg?background=000000&cropX1=163&cropX2=596&cropY1=124&cropY2=557,1255,Herb Chambers,$2.5 B,81,Car dealerships,United States,https://www.forbes.com/profile/herb-chambers/?list=rtb/,Automotive
45,https://specials-images.forbesimg.com/imageserve/5c6ef9f94bbe6f68a981e9ca/416x416.jpg?background=000000&cropX1=2800&cropX2=5409&cropY1=890&cropY2=3497,1262,He Xiaopeng,$2.5 B,45,Electric vehicles,China,https://www.forbes.com/profile/he-xiaopeng/?list=rtb/,Automotive
46,//specials-images.forbesimg.com/imageserve/5e7630f7d8e1ae0007b71bff/416x416.jpg?background=000000&cropX1=289&cropX2=971&cropY1=17&cropY2=699,1291,Maria-Elisabeth Schaeffler-Thumann,$2.4 B,81,Auto parts,Germany,https://www.forbes.com/profile/maria-elisabeth-schaeffler-thumann/?list=rtb/,Automotive
47,//specials-images.forbesimg.com/imageserve/5a7f3f664bbe6f2652f52fc5/416x416.jpg?background=000000&cropX1=425&cropX2=2191&cropY1=355&cropY2=2122,1294,Nirmal Minda,$2.4 B,65,Auto parts,India,https://www.forbes.com/profile/nirmal-minda/?list=rtb/,Automotive
48,https://specials-images.forbesimg.com/imageserve/62fa59a265f7542457fe6376/416x416.jpg?background=000000&cropX1=1147&cropX2=2946&cropY1=87&cropY2=1885,1302,Abdulla Al Futtaim & family,$2.4 B,83,"Auto dealers, investments",United Arab Emirates,https://www.forbes.com/profile/abdulla-al-futtaim/?list=rtb/,Automotive
49,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,1327,Li Guoqiang,$2.4 B,59,Auto dealerships,China,https://www.forbes.com/profile/li-guoqiang/?list=rtb/,Automotive
50,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,1361,Xu Xudong & family,$2.3 B,53,Auto parts,China,https://www.forbes.com/profile/xu-xudong/?list=rtb/,Automotive
51,//specials-images.forbesimg.com/imageserve/5a90cc2ca7ea434a0c272532/416x416.jpg?background=000000&cropX1=27&cropX2=4254&cropY1=528&cropY2=4757,1418,Shmuel Harlap,$2.2 B,78,Automotive,Israel,https://www.forbes.com/profile/shmuel-harlap/?list=rtb/,Automotive
52,//specials-images.forbesimg.com/imageserve/5c703c114bbe6f79679f0521/416x416.jpg?background=000000&cropX1=221&cropX2=1235&cropY1=99&cropY2=1112,1472,Fritz Draexlmaier,$2.1 B,,Auto parts ,Germany,https://www.forbes.com/profile/fritz-draexlmaier/?list=rtb/,Automotive
53,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,1504,Yintai Jiang & family,$2.0 B,72,Auto parts,China,https://www.forbes.com/profile/yintai-jiang/?list=rtb/,Automotive
54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Automotive
55,//specials-images.forbesimg.com/imageserve/5a7deeb3a7ea431690131b81/416x416.jpg?background=000000&cropX1=551&cropX2=1315&cropY1=491&cropY2=1255,1559,Francois Feuillet & family,$2.0 B,74,"Motorhomes, RVs",France,https://www.forbes.com/profile/francois-feuillet/?list=rtb/,Automotive
56,//specials-images.forbesimg.com/imageserve/5a86c00e31358e4955ad9b06/416x416.jpg?background=000000&cropX1=446&cropX2=2439&cropY1=9&cropY2=2000,1723,William Li,$1.7 B,48,Electric vehicles,China,https://www.forbes.com/profile/william-li/?list=rtb/,Automotive
57,https://specials-images.forbesimg.com/imageserve/5fb529400560bf6784deea95/416x416.jpg?background=000000&cropX1=887&cropX2=1362&cropY1=707&cropY2=1183,1749,A. Jayson Adair,$1.7 B,53,Damaged cars,United States,https://www.forbes.com/profile/a-jayson-adair/?list=rtb/,Automotive
58,https://specials-images.forbesimg.com/imageserve/5e780a6d10380d0006fbca70/416x416.jpg?background=000000&cropX1=700&cropX2=2099&cropY1=876&cropY2=2276,1759,Keeree Kanjanapas,$1.7 B,72,Transportation,Thailand,https://www.forbes.com/profile/keeree-kanjanapas/?list=rtb/,Automotive
59,https://specials-images.forbesimg.com/imageserve/62165cc332842f97504b2488/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,1880,Suresh Krishna,$1.5 B,86,Auto parts,India,https://www.forbes.com/profile/suresh-krishna/?list=rtb/,Automotive
60,https://specials-images.forbesimg.com/imageserve/6231fa33d87b512598bf3797/416x416.jpg?background=000000&cropX1=677&cropX2=3185&cropY1=0&cropY2=2506,1883,Amnon Shashua,$1.5 B,63,Automotive technology,Israel,https://www.forbes.com/profile/amnon-shashua/?list=rtb/,Automotive
61,//specials-images.forbesimg.com/imageserve/5a7c6e22a7ea43169012fdf4/416x416.jpg?background=000000&cropX1=139&cropX2=911&cropY1=117&cropY2=890,1934,Stefan Pierer,$1.5 B,66,Automotive,Austria,https://www.forbes.com/profile/stefan-pierer/?list=rtb/,Automotive
62,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,1957,Tran Ba Duong & family,$1.5 B,63,Automotive,Vietnam,https://www.forbes.com/profile/tran-ba-duong/?list=rtb/,Automotive
63,https://specials-images.forbesimg.com/imageserve/63a0c94dc894b4f0c7e82199/416x416.jpg?background=000000&cropX1=548&cropX2=1800&cropY1=8&cropY2=1259,2043,Chin Jong Hwa,$1.4 B,65,Auto parts,Taiwan,https://www.forbes.com/profile/chin-jong-hwa/?list=rtb/,Automotive
64,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,2095,Qian Jinghong,$1.4 B,50,Electric scooters,China,https://www.forbes.com/profile/qian-jinghong/?list=rtb/,Automotive
65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Automotive
66,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,2145,Lu Zhongfang,$1.3 B,80,Education,China,https://www.forbes.com/profile/lu-zhongfang/?list=rtb/,Automotive
67,https://specials-images.forbesimg.com/imageserve/61e9d9ba3e4ba79c42f8177a/416x416.jpg?background=000000&cropX1=137&cropX2=2008&cropY1=170&cropY2=2043,2157,Sunjay Kapur,$1.3 B,51,Auto parts,United States,https://www.forbes.com/profile/sunjay-kapur/?list=rtb/,Automotive
68,https://specials-images.forbesimg.com/imageserve/61b1264227c4ce2a25d56fb6/416x416.jpg?background=000000&cropX1=306&cropX2=1296&cropY1=0&cropY2=989,2174,Sjamsul Nursalim,$1.3 B,81,"Tires, retail",Indonesia,https://www.forbes.com/profile/sjamsul-nursalim/?list=rtb/,Automotive
69,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,2188,Pawan Munjal,$1.3 B,68,Two wheelers,India,https://www.forbes.com/profile/pawan-munjal-1/?list=rtb/,Automotive
70,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,2197,Ziv Aviram,$1.3 B,64,Automotive technology,Israel,https://www.forbes.com/profile/ziv-aviram/?list=rtb/,Automotive
71,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,2269,Suman Munjal,$1.2 B,70,Motorcycles,India,https://www.forbes.com/profile/suman-munjal/?list=rtb/,Automotive
72,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,2277,Renu Munjal,$1.2 B,68,Two wheelers,India,https://www.forbes.com/profile/renu-munjal/?list=rtb/,Automotive
73,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,2306,Tang Aoqi & family,$1.2 B,78,Auto parts,China,https://www.forbes.com/profile/tang-aoqi/?list=rtb/,Automotive
74,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,2319,Ulrich Mommert & family,$1.2 B,82,Lighting,Austria,https://www.forbes.com/profile/ulrich-mommert/?list=rtb/,Automotive
75,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,2335,Wang Jianfeng & family,$1.2 B,,Auto parts,China,https://www.forbes.com/profile/wang-jianfeng/?list=rtb/,Automotive
76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Automotive
77,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,2355,Ye Fan & family,$1.2 B,52,Auto dealerships,China,https://www.forbes.com/profile/ye-fan/?list=rtb/,Automotive
78,//specials-images.forbesimg.com/imageserve/551ad26fe4b0ffa93fd26764/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792,2465,Hiroshi Ishibashi,$1.1 B,76,tires,Japan,https://www.forbes.com/profile/hiroshi-ishibashi/?list=rtb/,Automotive
79,https://specials-images.forbesimg.com/imageserve/624dda4ada6528aa708fb28a/416x416.jpg?background=000000&cropX1=3&cropX2=769&cropY1=67&cropY2=833,2545,Alexander Sixt,$1.0 B,43,Car rentals,Germany,https://www.forbes.com/profile/alexander-sixt/?list=rtb/,Automotive
80,https://specials-images.forbesimg.com/imageserve/624ddb0919514045f9ea5453/416x416.jpg?background=000000&cropX1=24&cropX2=787&cropY1=93&cropY2=857,2545,Konstantin Sixt,$1.0 B,40,Car rentals,Germany,https://www.forbes.com/profile/konstantin-sixt/?list=rtb/,Automotive
81,https://specials-images.forbesimg.com/imageserve/64a853a98e6fe5954491cf23/416x416.jpg?background=000000&cropX1=319&cropX2=1470&cropY1=22&cropY2=1174,110,Diane Hendricks,$15.9 B,76,Building supplies,United States,https://www.forbes.com/profile/diane-hendricks/?list=rtb/,Construction & Engineering
82,https://specials-images.forbesimg.com/imageserve/6009d55aa6075e42a1124d7e/416x416.jpg?background=000000&cropX1=526&cropX2=1546&cropY1=29&cropY2=1049,355,Nassef Sawiris,$6.9 B,62,"Construction, investments",Egypt,https://www.forbes.com/profile/nassef-sawiris/?list=rtb/,Construction & Engineering
83,//specials-images.forbesimg.com/imageserve/5e77eb8e10380d0006fbc8c3/416x416.jpg?background=000000&cropX1=18&cropX2=210&cropY1=5&cropY2=197,393,Anthony Bamford & family,$6.6 B,77,Construction equipment,United Kingdom,https://www.forbes.com/profile/anthony-bamford/?list=rtb/,Construction & Engineering
84,//specials-images.forbesimg.com/imageserve/5c723437a7ea431000435227/416x416.jpg?background=000000&cropX1=1427&cropX2=2405&cropY1=14&cropY2=991,454,Thomas Schmidheiny,$5.8 B,77,Cement,Switzerland,https://www.forbes.com/profile/thomas-schmidheiny/?list=rtb/,Construction & Engineering
85,//specials-images.forbesimg.com/imageserve/5c720d0d4bbe6f51818ab7e5/416x416.jpg?background=000000&cropX1=206&cropX2=2875&cropY1=0&cropY2=2667,569,Rafael Del Pino,$4.9 B,64,Construction,Spain,https://www.forbes.com/profile/rafael-del-pino-1/?list=rtb/,Construction & Engineering
86,//specials-images.forbesimg.com/imageserve/5e74493a10380d0006bdad62/416x416.jpg?background=000000&cropX1=1639&cropX2=2929&cropY1=842&cropY2=2131,677,Peter Gilgan,$4.2 B,72,Homebuilding,Canada,https://www.forbes.com/profile/peter-gilgan/?list=rtb/,Construction & Engineering
87,//specials-images.forbesimg.com/imageserve/5a80b4c84bbe6f2652f53fed/416x416.jpg?background=000000&cropX1=250&cropX2=2021&cropY1=100&cropY2=1872,729,Samvel Karapetyan,$4.0 B,57,Real estate,Russia,https://www.forbes.com/profile/samvel-karapetyan/?list=rtb/,Construction & Engineering
88,//specials-images.forbesimg.com/imageserve/5e76d3f1c7b02d000666d2fc/416x416.jpg?background=000000&cropX1=865&cropX2=2685&cropY1=125&cropY2=1946,758,Francesco Gaetano Caltagirone,$3.8 B,80,"Cement, diversified",Italy,https://www.forbes.com/profile/francesco-gaetano-caltagirone/?list=rtb/,Construction & Engineering
89,https://specials-images.forbesimg.com/imageserve/62290e4dba04e4c27c2edc8a/416x416.jpg?background=000000&cropX1=1162&cropX2=4822&cropY1=141&cropY2=3804,851,Arkady Rotenberg,$3.5 B,71,"Construction, pipes, banking",Russia,https://www.forbes.com/profile/arkady-rotenberg/?list=rtb/,Construction & Engineering
90,https://specials-images.forbesimg.com/imageserve/615b2fcf94e5e17a6379c049/416x416.jpg?background=000000&cropX1=66&cropX2=744&cropY1=66&cropY2=744,953,Ravi Pillai,$3.2 B,69,Construction,India,https://www.forbes.com/profile/ravi-pillai/?list=rtb/,Construction & Engineering
91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Construction & Engineering
92,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1011,Otto Happel,$3.0 B,75,Engineering,Germany,https://www.forbes.com/profile/otto-happel/?list=rtb/,Construction & Engineering
93,//specials-images.forbesimg.com/imageserve/5d8b0ef518444200084e74b7/416x416.jpg?background=000000&cropX1=635&cropX2=2183&cropY1=30&cropY2=1579,1099,Riley Bechtel & family,$2.8 B,71,"Engineering, construction",United States,https://www.forbes.com/profile/riley-bechtel/?list=rtb/,Construction & Engineering
94,//specials-images.forbesimg.com/imageserve/e16f32e7a5efbd4ac1b94e727f0b236f/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743,1101,Maria Del Pino,$2.8 B,67,Construction,Spain,https://www.forbes.com/profile/maria-del-pino/?list=rtb/,Construction & Engineering
95,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,1167,Jurgen Wirtgen,$2.7 B,58,Construction Vehicles,Germany,https://www.forbes.com/profile/jurgen-wirtgen/?list=rtb/,Construction & Engineering
96,//specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,1167,Stefan Wirtgen,$2.7 B,53,Construction Vehicles,Germany,https://www.forbes.com/profile/stefan-wirtgen/?list=rtb/,Construction & Engineering
97,//specials-images.forbesimg.com/imageserve/5e75a303d8e1ae0007b716c9/416x416.jpg?background=000000&cropX1=794&cropX2=3137&cropY1=6&cropY2=2348,1181,Mohed Altrad,$2.6 B,75,"Scaffolding, cement mixers",France,https://www.forbes.com/profile/mohed-altrad/?list=rtb/,Construction & Engineering
98,//specials-images.forbesimg.com/imageserve/102108d15afa7dd7e7a7e1fbcda3d866/416x416.jpg?background=000000&cropX1=129&cropX2=694&cropY1=151&cropY2=717,1263,Zhenda Huang & family,$2.5 B,75,Construction,China,https://www.forbes.com/profile/zhenda-huang/?list=rtb/,Construction & Engineering
