,Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
286,Wang Laichun,1.1,1.3,1.5,1.7,2.9,2.0,5.1,10.7,9.5,7.3
287,Arthur Blank,1.8,2.5,2.6,3.3,4.1,4.7,4.6,6.2,7.1,7.5
288,Sandra Ortega Mera,6.1,6.3,6.4,6.7,6.9,6.1,5.5,7.3,5.8,6.9
289,Stefano Pessina,10.4,12.1,13.4,13.9,11.8,12.4,10.2,9.7,10.3,8.3
290,Enrique Razon Jr,4.2,5.2,2.4,3.4,4.9,4.8,3.4,5.0,6.7,7.3
291,David Velez,,,,,,,,5.2,6.5,4.5
292,Zhang Congyuan,,,,,,,,,11.7,7.8
293,Ivar Tollefsen,,,,,1.2,1.7,2.6,3.8,6.0,7.7
294,Alejandro Bailleres Gual,,,,,,,,,6.7,6.9
295,Reinhold Schmieding,2.6,4.0,4.1,4.4,4.9,6.0,5.3,6.7,7.2,7.7
296,David Geffen,6.1,6.9,6.5,7.3,8.0,7.8,7.6,9.5,10.0,7.7
297,Sergio Stevanato,,,,,,,,1.9,3.8,5.5
298,Hasmukh Chudgar,,1.2,1.8,2.4,3.0,3.6,3.5,5.5,6.8,7.6
299,Wu Jianshu,,,1.4,2.2,1.6,1.2,1.9,4.0,6.3,5.6
300,Philip Ng,,,,,,,,,,
301,Leo Koguan,,,,,,1.0,1.4,2.2,6.0,5.4
302,Leonard Stern,4.2,5.3,4.0,4.2,4.5,4.8,4.5,4.2,6.2,7.6
303,Paul Tudor Jones II,4.3,4.6,4.7,4.7,4.5,5.1,5.1,7.0,7.3,7.5
304,Ronda Stryker,3.4,3.7,3.6,4.4,5.1,5.8,4.3,6.5,6.8,6.9
305,Denise Coates,1.6,2.5,3.8,3.6,5.0,6.5,4.5,6.5,5.3,6.8
306,Cao Renxian,,,,,,,,5.3,9.3,7.6
307,Luo Liguo,,,,,3.3,2.8,2.1,4.2,17.0,9.6
308,Chen Jianhua,1.4,1.4,1.6,1.9,1.8,1.9,2.9,10.6,6.5,8.7
309,Charles Butt,10.1,12.3,,,,,,,,7.5
310,Tamara Gustavson,3.4,4.3,5.0,5.0,4.4,4.6,4.5,5.6,8.5,7.1
311,Ralph Lauren,7.0,7.0,5.5,5.5,6.2,6.9,5.7,7.1,6.9,7.0
312,Robert Ng,,,,,,,,,,
313,Judy Faulkner,3.1,2.8,2.4,2.4,3.5,3.6,2.5,6.0,7.0,7.1
314,Steven Rales,3.6,3.7,3.6,5.1,5.6,6.0,5.8,8.9,8.4,7.4
315,Wang Laisheng,1.1,1.3,1.5,1.7,2.9,2.0,5.0,10.8,9.8,6.8
316,John Tu,4.5,5.0,4.5,5.3,5.7,4.7,4.2,9.1,5.6,6.7
317,Ma Jianrong,2.4,2.8,3.3,4.1,6.0,7.8,6.7,12.5,8.4,7.4
318,David Sun,4.5,5.0,4.5,5.3,5.7,4.7,4.2,9.1,5.6,6.7
319,Johann Graf,7.2,6.6,8.0,7.2,8.1,8.1,6.5,7.1,5.0,7.1
320,Richard Kinder,9.5,12.0,5.4,7.2,6.2,6.6,5.2,7.0,7.5,7.2
321,Iskander Makhmudov,6.1,3.5,4.0,6.5,7.3,6.6,7.2,9.7,3.6,7.3
322,Rohiqa Cyrus Mistry,,,,,,,,,,
323,Shapoor Mistry,,,,,,,,,,
324,Don Vultaggio,,,,,3.0,3.1,2.7,3.8,3.9,7.0
325,Liang Wengen,4.3,4.9,3.5,3.8,4.6,3.9,6.1,14.1,7.8,7.1
326,Arthur Dantchik,,,,,,,,,,
327,Don Hankey,1.6,2.3,2.3,2.5,2.7,3.1,3.1,3.2,5.5,7.2
328,Xu Shihui,,,6.2,6.6,11.3,9.3,8.0,8.7,7.7,6.7
329,Takahisa Takahara,,,,,,4.9,5.2,7.9,6.4,7.2
330,Li Shuirong,1.0,1.8,2.6,3.4,4.7,4.9,2.5,2.2,10.3,7.8
331,Andre Esteves,3.1,2.9,1.6,1.8,2.4,3.0,2.9,4.5,5.8,4.7
332,Guillaume Pousaz,,,,,,,,9.0,23.0,7.2
333,Terry Gou,5.4,6.1,5.6,7.5,8.5,6.3,5.5,7.0,6.9,7.2
334,Jeff Greene,2.5,3.0,3.3,3.4,3.8,3.4,3.7,3.9,5.1,7.2
335,Harry Stine,3.0,3.3,3.6,3.5,3.9,3.9,3.8,5.4,6.9,7.4
336,Zheng Shuliang,,,,,,,2.9,8.6,9.4,8.4
337,Frederik Paulsen,5.0,4.9,6.0,6.8,7.3,7.1,5.8,7.7,7.7,7.1
338,Sri Prakash Lohia,3.5,4.7,4.2,5.4,7.0,7.3,4.3,6.5,6.3,7.4
339,Lin Shu-hong,1.6,1.6,1.4,2.0,1.9,3.9,3.6,4.8,7.2,7.8
340,Zhong Huijuan,,,,,,1.6,14.6,19.7,8.1,7.6
341,Antony Ressler,,1.5,1.1,1.8,2.0,2.1,2.7,4.3,5.7,5.9
342,Sunil Mittal,,,,,,,,,,
343,John Reece,,,1.8,3.0,5.5,4.0,3.7,5.7,5.5,7.6
344,Andrew Currie,,,1.8,3.0,5.5,4.0,3.7,5.7,5.4,7.6
345,Anders Holch Povlsen,5.3,5.5,5.2,6.3,7.4,6.4,8.0,13.2,13.6,7.3
346,Zong Qinghou,11.6,10.3,6.2,7.2,9.5,8.4,8.3,8.8,8.8,7.2
347,Dmitri Bukhman,,,,,,,3.1,7.9,8.1,7.0
348,Igor Bukhman,,,,,,,3.1,7.9,8.1,7.0
349,Micky Arison,6.5,7.1,7.1,8.1,9.7,8.9,5.1,6.7,6.9,5.5
350,Wee Cho Yaw,5.2,5.5,4.2,5.0,6.6,6.1,5.0,6.8,7.2,7.1
351,Law Kar Po,2.7,2.8,5.3,5.3,5.0,5.4,5.6,6.1,6.6,7.0
352,Jude Reyes,3.6,4.0,3.1,4.1,4.7,4.9,6.8,5.5,7.1,7.0
353,J. Christopher Reyes,3.6,4.0,3.1,4.1,4.7,4.9,6.8,5.5,7.1,7.0
354,Nassef Sawiris,6.7,6.3,3.7,5.6,6.6,6.4,5.0,8.3,7.7,7.4
355,Luis Carlos Sarmiento,14.2,13.4,8.9,11.0,12.1,10.8,9.0,11.0,9.9,6.4
356,Randa Duncan Williams,6.3,6.1,4.1,5.7,5.5,5.9,3.6,6.0,6.6,6.8
357,Simon Reuben,,,,,,7.5,6.8,7.7,7.0,6.5
358,David Reuben,11.5,13.7,14.4,15.3,15.5,7.5,6.8,7.7,7.0,6.5
359,Milane Frantz,6.3,6.2,4.1,5.7,5.5,5.9,3.6,6.0,6.6,6.8
360,Dannine Avara,6.3,6.2,4.1,5.7,5.5,5.9,3.6,6.0,6.6,6.8
361,Scott Duncan,6.3,6.2,4.1,5.7,5.5,5.9,3.6,6.0,6.6,6.8
362,Igor Olenicoff,2.9,3.6,3.5,3.7,4.2,4.0,3.9,4.5,4.7,6.9
363,Liu Yonghao,3.2,4.7,4.1,4.6,4.9,5.7,12.3,12.1,9.1,7.7
364,Nadia Thiele,,,,,,,,,2.5,6.6
365,Edythe Broad,,,,,,,,,6.9,6.9
366,Philippe Laffont,,,,,,1.4,1.4,2.1,6.5,6.9
367,Massimiliana Landini Aleotti,,10.4,10.1,9.5,7.9,7.4,6.6,9.1,5.4,6.7
368,Thomas Kirk Kristiansen,,,,,5.4,4.7,6.1,8.7,8.2,6.7
369,Kjeld Kirk Kristiansen,10.2,9.7,13.1,21.1,5.4,4.7,6.1,8.7,8.2,6.7
370,Agnete Kirk Thinggaard,,,,,5.4,4.7,6.1,8.7,8.2,6.7
371,Sofie Kirk Kristiansen,,,,,5.4,4.7,6.1,8.7,8.2,6.7
372,John Overdeck,,,3.1,4.8,4.9,6.1,6.1,6.5,6.5,6.8
373,David Siegel,,,3.1,4.8,4.9,6.1,6.1,6.5,6.5,6.8
374,Viktor Vekselberg,17.2,14.2,10.5,12.4,14.4,11.5,10.5,9.0,5.5,6.8
375,Mat Ishbia,,,,,,,,9.7,4.9,5.4
376,Yuri Milner,1.8,3.2,2.8,3.5,3.7,3.6,3.8,4.8,7.3,6.8
377,Christopher Hohn,1.1,,1.7,2.1,3.0,3.1,5.0,5.9,7.9,6.7
378,Edward Johnson IV,,,,,3.6,3.5,2.4,4.8,6.3,6.8
379,George Soros,23.0,24.2,24.9,25.2,8.0,8.3,8.3,8.6,8.6,6.7
380,Magdalena Martullo-Blocher,2.9,3.4,3.7,4.5,5.5,4.3,5.0,7.1,7.6,6.7
381,Benu Gopal Bangur,1.6,4.1,3.5,5.2,6.0,5.2,5.9,8.7,6.7,7.3
382,Gopikishan Damani,,,,,,,,6.5,7.8,6.0
383,Rahel Blocher,2.9,3.5,3.7,4.6,5.5,4.2,4.9,7.1,7.6,6.6
384,Terrence Pegula,3.3,3.8,4.0,4.1,4.3,4.5,5.0,5.4,5.8,6.7
385,Pauline MacMillan Keinath,4.8,5.8,5.7,6.8,7.4,6.9,4.8,6.4,8.8,6.9
386,Michal Solowow,2.3,2.0,1.8,2.7,3.2,3.2,3.7,4.0,6.2,6.2
387,Radovan Vitek,1.4,1.8,1.9,2.4,2.9,3.5,4.0,4.8,5.8,6.5
388,Bruce Kovner,4.8,5.0,5.3,5.5,5.2,5.2,5.3,6.6,6.2,6.6
389,Richard White,,,,,1.6,2.4,1.1,3.0,4.6,5.5
390,Ken Fisher,2.4,2.8,3.1,3.7,3.7,3.5,3.9,5.5,5.3,6.7
391,Piero Ferrari,,,1.0,1.6,2.7,2.7,3.0,4.1,4.2,5.5
392,Anthony Bamford,4.1,4.3,2.3,2.9,4.4,4.0,2.7,7.9,5.7,6.3
393,Li Ping,,,,,,1.4,2.0,5.8,9.0,6.7
394,Ding Shizhong,1.0,1.4,1.6,2.1,2.9,3.4,3.9,9.4,7.8,7.9
395,John A. Sobrato,4.5,4.7,5.8,6.4,6.4,6.5,4.3,6.0,5.8,6.7
396,David Bonderman,2.7,2.6,2.5,2.5,2.6,3.3,3.7,4.1,4.5,6.5
397,Ken Langone,2.3,2.6,2.7,3.0,3.3,3.4,3.2,4.7,5.8,5.6
398,Qi Shi,,2.8,3.3,2.3,1.7,2.7,3.9,10.4,9.9,7.8
399,Edward Roski Jr,3.4,4.0,3.8,5.0,5.4,5.4,3.1,5.5,5.6,6.7
400,Michael Herz,4.5,4.5,3.8,4.4,5.4,4.5,4.8,5.1,4.0,6.1
401,Wolfgang Herz,4.5,4.5,3.8,4.4,5.4,4.5,4.8,5.1,4.0,6.1
402,Gary Rollins,,2.3,2.5,3.6,4.3,4.3,3.6,5.2,5.3,5.3
403,Josh Harris,2.9,2.7,2.2,2.7,3.5,3.5,4.0,5.0,5.8,5.8
404,Melinda French Gates,,,,,,,,,6.2,6.5
405,Mangal Prabhat Lodha,1.6,3.4,2.3,2.0,3.7,2.8,1.8,1.3,4.7,4.4
406,Annette Lerner,,,,,,,,,,
407,Xavier Niel,8.2,9.3,8.6,8.1,8.1,4.1,6.1,8.8,8.9,6.7
408,Nathan Kirsh,3.7,3.9,3.7,3.9,4.3,4.9,2.7,4.7,5.3,6.5
409,Stanley Druckenmiller,3.1,3.1,4.4,4.7,4.7,4.6,4.7,5.6,6.8,6.4
410,Stephen Bisciotti,2.2,2.7,3.0,3.8,4.2,4.2,4.2,4.9,5.9,6.4
411,Dmitry Rybolovlev,8.8,8.5,7.7,7.3,6.8,6.8,6.6,6.7,6.6,6.4
412,Li Xiang,,,,,,,,4.0,3.9,3.8
413,Dennis Washington,5.8,5.9,5.8,6.0,5.8,5.9,5.5,6.4,6.9,6.4
414,Alain Bouchard,1.8,2.5,2.7,3.3,3.3,3.7,3.1,4.2,5.0,6.0
415,Alexei Kuzmichev,8.8,7.3,6.7,7.2,7.6,7.5,6.5,7.8,6.0,6.4
416,Mahendra Choksi,,,,,,3.1,3.4,5.1,5.9,5.4
417,Charles Simonyi,1.3,1.4,1.6,2.0,2.5,2.9,3.5,5.0,5.8,5.2
418,Robert Rowling,4.9,5.4,4.9,6.2,5.8,5.3,2.5,3.9,4.5,5.6
419,John Grayken,,,6.3,6.6,6.6,6.9,7.4,7.6,6.5,6.3
420,Karen Pritzker,3.7,4.3,3.8,4.4,5.0,4.8,4.9,4.9,5.8,5.6
421,John Brown,1.8,2.1,2.1,2.7,3.3,3.9,3.0,5.2,5.4,5.7
422,Murali Divi,1.5,1.9,2.0,1.6,2.3,3.4,3.5,6.8,8.1,4.9
423,Douglas Leone,,2.2,2.4,2.9,3.5,3.7,3.5,5.8,6.9,5.3
424,Alain Merieux,3.8,3.5,3.3,4.0,3.2,5.0,5.9,8.2,6.7,6.3
425,Stef Wertheimer,5.3,5.6,5.6,5.6,5.7,5.7,6.2,6.2,6.2,6.3
426,Ding Shijia,1.0,1.3,1.6,2.1,2.8,3.4,3.9,9.3,7.7,7.5
427,Maria Asuncion Aramburuzabala,5.2,5.6,5.5,5.8,5.9,5.6,5.6,5.8,6.2,6.2
428,Carl Bennet,2.0,2.6,2.3,2.5,4.1,3.1,3.0,7.1,8.3,6.4
429,Tsai Eng-meng,9.5,8.9,6.0,6.2,6.8,6.0,5.3,6.3,7.8,5.9
430,Wang Yusuo,3.0,2.7,2.7,3.3,4.2,4.3,3.9,6.4,3.0,6.3
431,Michael Kadoorie,8.5,6.2,5.8,6.7,7.3,8.6,7.3,7.2,7.2,6.1
432,Tom Gores,2.9,3.2,3.3,3.3,3.9,4.0,5.7,5.7,6.0,6.1
433,Niels Peter Louis-Hansen,3.7,3.9,3.8,3.8,4.7,5.4,7.4,8.2,7.2,5.8
434,Joe Lewis,5.0,5.4,5.3,5.6,5.0,5.0,4.6,4.9,5.4,6.0
435,Rene Benko,,,,,,4.9,4.7,5.6,5.4,6.0
436,Patrick Soon-Shiong,10.0,12.2,11.9,8.6,7.8,7.0,6.4,7.5,7.3,5.8
437,Rekha Jhunjhunwala,,,,,,,,,,
438,Zhang Yong,,,,,,6.8,11.0,23.0,5.3,7.5
439,Yang Huiyan,6.9,5.0,5.0,9.0,21.9,22.1,20.3,29.6,18.7,8.2
440,David Steward,,,,,,3.0,3.5,3.7,5.8,6.0
441,Frank Lowy,4.7,4.9,5.1,5.6,5.9,6.5,4.8,5.2,6.8,6.0
442,Alexander Abramov,3.8,4.5,3.6,4.5,5.2,6.2,5.5,7.6,5.5,6.0
443,Michael Milken,2.5,2.5,2.5,3.6,3.7,3.6,3.7,3.7,3.8,6.0
444,Les Wexner,5.7,7.7,7.1,6.4,6.1,4.6,4.0,6.1,5.8,6.0
445,Jorge Moll Filho,1.3,1.8,3.0,3.2,2.6,2.2,2.0,11.3,9.8,3.9
446,Ty Warner,2.6,2.4,2.4,2.5,2.7,2.6,2.6,3.6,4.3,5.2
447,Alexandre Behring,,,,,,,4.3,7.0,5.1,5.2
448,Zhou Qunfei,,,5.9,7.4,7.8,3.0,6.9,15.4,7.1,6.1
449,Ludwig Merckle,8.6,4.6,5.1,5.7,6.7,4.8,3.4,7.0,5.8,5.5
450,Sumet Jiaravanon,,,2.1,3.4,4.2,4.5,3.6,5.5,5.3,6.0
451,Neil Bluhm,2.5,3.0,3.4,3.2,3.2,4.0,3.7,5.7,5.5,6.0
452,Andreas Halvorsen,2.2,2.8,3.1,3.1,3.7,3.7,4.8,6.3,6.6,5.9
453,Thomas Schmidheiny,5.5,5.5,3.2,4.7,5.0,4.4,3.4,4.8,4.9,5.7
454,Jaran Chiaravanont,,,2.1,3.3,4.1,4.4,3.5,5.4,5.2,5.9
455,Prajogo Pangestu,,,,1.8,2.9,3.5,3.5,6.5,5.6,5.3
456,Gustaf Douglas,4.0,4.2,4.7,3.3,3.8,3.8,3.9,7.0,8.2,6.2
457,Vikram Lal,1.1,3.9,4.0,5.4,6.3,4.3,3.3,5.0,4.3,5.6
458,Pankaj Patel,2.4,3.9,3.5,5.2,5.0,3.6,2.9,5.0,4.0,4.8
459,Tomasz Biernacki,,,,,1.2,1.3,1.8,3.2,3.3,4.8
460,Liu Jincheng,,,,,1.0,,2.4,8.7,8.4,6.9
461,Frits Goldschmeding,4.9,4.1,3.9,4.4,5.2,4.2,3.6,6.0,5.7,6.2
462,Rinat Akhmetov,12.5,6.7,2.3,4.6,5.5,6.0,2.4,7.6,4.2,5.7
463,Dan Friedkin,2.5,3.3,3.5,3.6,4.0,4.0,3.3,4.1,4.3,5.5
464,Li Zhenguo,,,,,,,2.2,10.5,12.9,8.5
465,Vinod Khosla,1.5,1.7,1.5,1.6,2.3,2.1,2.0,2.7,6.9,4.8
466,Daniel Ziff,4.8,4.9,4.8,4.8,4.8,4.8,5.0,5.0,5.0,5.7
467,Dirk Ziff,4.8,4.9,4.8,4.8,4.8,4.8,5.0,5.0,5.0,5.7
468,Robert Ziff,4.8,4.9,4.8,4.8,4.8,4.8,5.0,5.0,5.0,5.7
469,Clive Calder,2.5,2.5,4.5,4.5,4.7,4.9,5.2,5.5,5.7,5.7
470,Archie Aldis Emmerson,3.1,3.6,3.6,3.7,4.2,3.8,2.5,3.2,3.4,5.5
471,Patrizio Bertelli,6.0,4.1,2.3,3.2,3.2,2.8,2.2,4.6,4.0,5.4
472,Miuccia Prada,11.1,4.1,2.3,3.2,3.2,2.8,2.2,4.6,4.0,5.4
473,Chip Wilson,2.2,2.2,2.1,2.3,2.6,3.6,3.2,4.9,5.3,5.0
474,Wolfgang Marguerre,3.4,2.8,6.1,5.2,5.9,5.1,5.5,9.1,5.2,5.5
475,James Irving,6.0,6.5,5.4,7.6,8.3,7.0,4.5,4.2,4.1,5.5
476,Tobi Lutke,,,,,1.2,1.6,3.0,9.8,5.0,4.0
477,Ray Lee Hunt,5.6,5.6,5.3,4.8,4.9,4.7,4.4,4.2,6.5,5.6
478,Hong Ra-hee,1.4,1.4,1.0,1.8,,,,4.1,6.3,4.7
479,Maria Angelicoussis,,,,,,,,,,
480,Jaime Gilinski Bacal,2.9,3.1,3.1,3.5,3.7,3.6,3.4,3.8,4.2,3.6
481,Thomas Straumann,1.1,1.4,1.5,1.9,2.7,2.9,2.6,4.2,5.6,5.0
482,Katharine Rayner,,,6.4,8.1,8.7,6.2,5.1,6.2,5.2,5.5
483,Margaretta Taylor,,,6.4,8.1,8.7,6.2,5.1,6.2,5.2,5.5
484,James Chambers,,,6.4,8.1,8.7,6.2,5.1,6.2,5.2,5.5
485,Fred Smith,3.2,3.9,3.1,4.3,5.1,4.1,2.7,5.7,4.7,4.6
486,Teddy Sagi,2.5,3.3,3.3,3.1,3.4,3.8,4.5,5.2,5.6,5.6
487,Rudolf Maag,,1.2,1.4,2.3,3.4,3.0,2.9,4.5,5.3,4.9
488,Thomas Pritzker,2.9,3.2,2.7,3.2,4.1,4.1,3.1,4.5,5.0,5.3
489,Michel Leclercq,3.0,2.6,3.4,4.2,4.0,4.8,2.6,5.7,3.8,5.0
490,Abdulsamad Rabiu,1.2,1.0,1.1,,,1.6,2.9,4.9,6.9,8.2
491,Paul Singer,1.5,1.9,2.2,2.7,2.9,3.2,3.5,4.3,4.3,5.5
492,Lin Muqin,,,,,,,,,5.4,6.2
493,John Collison,,,,1.1,1.0,2.1,3.2,3.2,9.5,5.5
494,Patrick Collison,,,,1.1,1.0,2.1,3.2,3.2,9.5,5.5
495,Mitchell Rales,3.8,4.0,3.4,4.5,3.5,3.6,3.7,6.2,5.8,5.5
496,Erich Wesjohann,,,,,,,,6.8,5.6,5.3
497,Lai Meisong,,,,2.9,3.1,3.7,5.3,7.3,4.7,5.6
498,Seo Jung-jin,1.0,1.2,1.9,2.2,11.9,8.1,6.1,14.2,7.0,5.6
499,Jonathan Gray,1.4,1.9,1.4,1.8,2.5,2.8,3.2,4.5,6.8,4.9
500,Arthur Irving,5.5,5.5,4.7,4.5,3.5,3.3,2.5,1.9,4.0,5.7
501,Wolfgang Reimann,3.3,4.0,4.4,3.7,4.4,3.7,4.7,3.8,5.8,5.4
502,Renate Reimann-Haas,3.3,4.0,4.4,3.7,4.4,3.7,4.7,3.8,5.8,5.4
503,Matthias Reimann-Andersen,3.3,4.0,4.4,3.7,4.4,3.7,4.7,3.8,5.8,5.4
504,Stefan Reimann-Andersen,3.3,4.0,4.4,3.7,4.4,3.7,4.7,3.8,5.8,5.4
505,Zhang Hejun,,,,,,,,,4.5,7.1
506,Alexander Gerko,,,,,,,,,,
507,Ruan Liping,,,,,,,5.7,7.5,5.8,6.2
508,Todd Boehly,,,,,,,,,4.5,5.3
509,Yao Liangsong,,,,1.1,5.8,3.8,4.0,9.6,8.1,7.8
510,Ruan Xueping,,,,,,,5.7,7.5,5.8,6.2
511,Rick Caruso,,,3.5,3.8,3.9,4.0,3.4,4.2,4.3,5.3
512,Helmut Sohmen,2.6,2.1,2.3,1.8,1.3,2.5,1.9,2.6,3.9,5.7
513,Mark Walter,,1.9,2.2,2.5,2.8,3.1,2.7,4.7,4.3,5.3
514,Tahir,1.9,1.8,2.0,2.8,3.5,4.5,4.1,3.3,2.6,4.2
515,Pierre Chen,,2.0,1.9,2.0,2.7,3.0,2.9,5.1,4.7,5.5
516,Ken Xie,,,,,,,1.3,4.2,5.7,4.1
517,Elizabeth Johnson,,,,,3.6,3.5,2.4,4.8,5.1,5.3
518,Fredrik Lundberg,3.4,3.7,3.8,4.1,4.7,3.9,4.7,6.7,6.0,5.7
519,Lynda Resnick,,,,,,,,,,
520,Stewart Resnick,,,,,,,,,,
521,Robert Faith,,,,,,,,,,
522,Tom Golisano,2.1,2.4,2.5,3.0,3.2,3.5,3.2,4.2,5.4,4.9
523,Jean Salata,,,,1.4,1.6,1.9,2.3,2.4,2.9,5.5
524,Mark Scheinberg,,4.1,4.1,4.5,4.8,4.5,4.9,4.9,5.3,5.2
525,Robert Rich Jr,3.0,3.2,3.5,4.0,5.2,4.8,4.4,4.6,4.9,5.2
526,Lin Jianhua,,1.6,1.5,1.7,1.3,1.6,2.1,5.9,12.1,6.7
527,Martin Haefner,2.2,2.7,2.2,2.7,3.0,3.5,3.2,4.1,4.7,5.0
528,M.A. Yusuff Ali,1.8,2.5,4.2,4.5,5.0,4.7,3.5,4.8,5.4,5.3
529,Dagmar Dolby,2.7,3.2,3.0,3.5,4.0,4.1,3.6,5.5,4.6,4.9
530,Denise York,1.2,,1.9,2.4,2.5,2.5,3.2,3.5,4.0,5.1
531,Kwon Hyuk-bin,,2.0,3.7,4.9,5.8,4.1,2.9,6.7,6.8,5.1
532,Romesh T. Wadhwani,2.2,2.5,2.8,3.0,3.1,3.3,3.4,3.5,4.2,5.1
533,Ronald Wanek,1.8,2.0,1.5,2.0,2.1,1.8,2.0,6.0,5.5,5.3
534,Tony Tamer,,,,,,,4.0,4.5,4.6,5.1
535,Sami Mnaymneh,,,,,,,4.0,4.5,4.6,5.1
536,Jian Jun,,,,,,,,5.6,5.9,6.4
537,Mark Cuban,2.6,3.0,3.2,3.4,3.7,4.1,4.3,4.4,4.7,4.6
538,Bernard Broermann,2.8,2.7,4.3,3.3,4.7,4.9,2.7,5.0,4.2,4.8
539,Yu Renrong,,,,,,,6.0,12.3,10.0,3.9
540,Charles B. Johnson,7.5,6.6,4.6,5.8,5.6,5.0,4.2,4.9,5.1,5.1
541,Dona Bertarelli,,4.6,4.5,4.4,4.6,4.7,4.3,4.7,4.8,5.0
542,Michael Moritz,2.8,2.6,2.6,3.2,4.0,3.3,3.4,5.7,5.9,4.2
543,Bert Beveridge,,,,,2.5,4.0,3.2,4.6,4.5,4.6
544,Marc Rowan,2.9,2.5,2.2,2.7,3.2,3.0,3.2,4.0,4.8,4.5
545,Cai Kui,2.3,2.1,2.0,2.7,4.6,5.6,6.9,10.4,8.7,5.9
546,Viktor Kharitonin,,,1.0,1.2,1.4,1.2,2.3,3.4,1.4,5.0
547,Chairul Tanjung,4.0,4.3,4.9,4.6,3.5,3.7,3.1,4.8,8.3,4.9
548,Luca Garavoglia,,,,1.5,2.5,3.2,2.5,4.2,3.8,4.1
549,Michael Pieper,2.9,3.3,3.8,4.2,4.1,3.3,2.6,4.7,5.1,5.4
550,Robert Bass,2.8,2.7,2.8,4.0,4.9,4.9,4.5,5.1,5.1,5.0
551,Janice McNair,,,,,,3.8,4.0,4.1,4.2,5.0
552,Rahul Bhatia,,,,,,,,,,
553,Robert Hale Jr,,,,,,,,,3.2,5.0
554,Ananda Krishnan,11.3,9.7,7.4,6.5,7.2,6.2,4.7,5.8,5.7,5.2
555,Bidzina Ivanishvili,5.2,5.2,4.8,4.5,4.6,4.9,4.8,4.8,4.8,4.9
556,Ron Baron,2.0,2.1,2.0,2.2,2.2,2.2,2.3,4.5,4.5,5.0
557,Kelcy Warren,4.4,6.2,1.7,4.5,4.1,4.1,2.2,3.4,4.0,4.9
558,Peter Thiel,2.2,2.2,2.7,2.7,2.5,2.5,2.3,4.9,5.0,4.2
559,Rakesh Gangwal,,,1.9,2.1,3.3,2.9,2.4,3.9,4.0,3.8
560,Hansjoerg Wyss,10.5,6.1,6.1,5.5,5.7,5.9,5.5,6.0,5.0,5.1
561,Murat Ulker,3.7,4.4,2.9,3.7,4.8,3.7,4.3,6.3,4.7,5.0
562,Dietmar Hopp,7.0,7.2,7.9,9.0,10.2,13.4,13.0,10.1,5.3,4.5
563,Dan Snyder,1.2,1.7,2.1,2.2,2.3,2.2,2.6,2.6,4.0,4.9
564,Winifred J. Marquart,3.0,3.1,3.3,3.8,3.7,3.8,3.3,3.6,3.3,4.8
565,S. Curtis Johnson,3.0,3.1,3.3,3.8,3.7,3.8,3.3,3.6,3.3,4.8
566,Helen Johnson-Leipold,3.0,3.1,3.3,3.8,3.7,3.8,3.3,3.6,3.3,4.8
567,H. Fisk Johnson,3.0,3.1,3.3,3.8,3.7,3.8,3.3,3.5,3.3,4.8
568,Rafael Del Pino,3.4,2.2,3.0,2.8,3.4,3.6,3.0,3.9,4.1,4.4
569,Horst Julius Pudwill,1.0,1.3,1.4,1.6,2.5,2.6,2.7,6.5,6.9,4.8
570,George Lucas,4.9,5.0,4.5,5.3,5.2,5.4,4.6,7.4,6.1,5.0
571,Carlo Fidani,2.0,1.9,1.9,2.0,2.4,2.3,2.1,3.2,4.2,4.7
572,Odd Reitan,3.8,5.2,4.2,5.3,6.6,6.1,4.1,6.1,5.7,4.5
573,Danielle Bellon,,,,,,,,,3.6,4.1
574,Thai Lee,,,,1.6,1.6,2.1,3.0,3.2,4.1,4.8
575,Li Ge,,,,,2.0,3.5,5.0,10.1,8.8,5.6
576,Mark Stevens,1.5,1.7,1.8,2.1,2.5,2.4,2.5,3.7,4.5,3.9
577,Zhang Tao,,,,,1.5,1.5,2.8,12.5,5.0,4.9
578,Ibrahim Erdemoglu,,,,,,,,2.0,1.8,5.3
579,Jiang Weiping,,,2.1,2.1,3.8,1.8,2.2,2.3,6.4,5.5
580,Maria Fernanda Amorim,,,,,5.1,4.8,3.8,4.7,4.7,4.7
581,Michael Ashley,5.5,4.9,3.5,2.6,3.6,2.9,2.5,2.4,4.5,4.8
582,Jason Chang,2.6,3.2,2.4,2.9,2.9,2.5,2.5,5.0,4.6,4.7
583,Arturo Moreno,1.3,1.5,1.8,2.1,2.5,3.0,3.3,3.4,3.6,4.1
584,Jimmy Haslam,1.5,2.8,2.3,3.6,3.4,2.7,2.7,3.0,3.8,4.8
585,Jon Stryker,1.6,2.0,1.9,2.5,2.9,3.4,2.7,4.1,4.2,4.3
586,Patrick Drahi,6.3,16.0,5.9,13.0,7.1,7.7,7.1,11.8,6.6,4.3
587,Maximilian Viessmann,,,,,,,2.3,3.9,5.0,4.6
588,Thomas Secunda,1.7,1.8,2.0,2.4,2.6,2.8,3.0,3.5,4.1,4.7
589,Mark Shoen,3.8,4.6,4.6,2.9,3.2,3.2,2.9,3.9,4.7,4.9
590,Gayle Benson,,,,,,2.9,3.2,3.4,3.8,4.7
591,Doug Meijer,,,,,,,,,,
592,Mark Meijer,,,,,,,,,,
