,Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
593,Hank Meijer,,,,,,,,,,
594,Ian Livingstone,,,,,,,,,,
595,Richard Livingstone,,,,,,,,,,
596,Tim Sweeney,,,,,,2.0,4.5,4.7,7.4,4.7
597,Guenther Fielmann,3.7,4.4,5.3,5.3,6.3,5.1,4.1,6.0,4.7,3.9
598,Jim Davis,3.4,3.6,4.9,5.1,5.3,5.6,4.7,6.9,5.4,4.9
599,Jim Davis,,1.1,1.2,2.5,2.8,2.8,2.6,3.4,4.3,4.4
600,Jim Davis,3.4,3.6,4.9,5.1,5.3,5.6,4.7,6.9,5.4,4.9
601,Jim Davis,,1.1,1.2,2.5,2.8,2.8,2.6,3.4,4.3,4.4
602,Herbert Wertheim,,,,,,2.4,2.4,3.7,4.0,4.3
603,Barry Sternlicht,,,,,,,3.0,3.7,4.3,4.6
604,Alexandra Schoerghuber,2.8,2.4,2.8,3.5,4.7,4.7,3.6,5.5,4.9,5.0
605,Marcos Galperin,,,,1.0,1.6,1.6,2.0,6.1,3.9,4.9
606,John Sall,3.7,3.7,3.9,4.5,4.5,4.4,3.1,3.2,3.3,3.7
607,Russ Weiner,,2.1,3.4,4.0,4.4,4.1,4.0,3.7,4.1,4.6
608,Vladimir Kim,1.7,1.8,1.5,2.1,3.1,4.5,3.7,4.6,5.0,4.6
609,Yi Zheng,,1.3,2.0,1.9,1.4,1.3,3.1,3.9,3.1,3.4
610,Michael Xie,,,,,,,,2.1,3.4,3.5
611,Issad Rebrab,3.2,3.1,3.1,3.1,4.0,3.7,4.2,4.8,5.1,4.6
612,Rajan Mittal,,,,,,,,,,
613,Rakesh Mittal,,,,,,,,,,
614,Theo Mueller,3.1,3.7,4.5,4.2,4.4,3.7,4.2,5.1,4.8,4.5
615,Timur Kulibaev,1.8,2.1,2.0,2.1,3.2,3.1,2.8,2.8,3.8,4.3
616,Dinara Kulibaeva,1.8,2.1,2.0,2.1,3.2,3.1,2.8,2.8,3.8,4.3
617,Scott Cook,1.6,1.9,1.9,2.3,3.2,3.5,2.9,4.2,4.7,4.1
618,Joao Moreira Salles,2.9,2.1,2.8,3.2,5.0,3.1,1.9,2.3,1.8,4.1
619,Walther Moreira Salles Junior,2.9,2.1,2.8,3.2,5.0,3.1,1.9,2.3,1.8,4.1
620,Kjell Inge Rokke,2.5,1.9,1.6,2.9,3.5,4.3,1.7,5.5,5.4,5.1
621,Richard Li,1.9,4.5,4.6,4.4,4.4,4.6,4.4,4.5,4.7,4.6
622,Zhang Daocai,,,,1.1,1.9,1.5,2.4,4.4,3.2,4.0
623,Christian Haub,,,,,,2.3,3.0,3.0,4.4,4.4
624,Joe Mansueto,2.2,2.2,2.1,2.2,2.5,3.3,2.8,5.2,5.7,4.4
625,Jack Dorsey,2.2,2.7,1.0,1.3,3.1,5.1,2.6,12.5,6.1,4.6
626,Nusli Wadia,,,,3.5,6.2,7.0,5.1,3.8,3.3,3.9
627,Miao Hangen,,,,,,,1.7,4.5,6.3,5.4
628,Johnelle Hunt,2.1,2.3,2.1,2.7,3.0,2.8,2.5,3.9,4.7,4.3
629,Hussain Sajwani,,,3.2,3.7,4.1,2.4,1.4,2.4,2.7,4.5
630,Zhao Yan,,,,2.1,1.1,,3.9,7.6,6.1,5.5
631,Shari Arison,4.7,4.4,3.9,4.9,5.5,5.0,3.3,4.4,5.0,4.2
632,Wei Fang,1.1,1.8,1.8,2.2,4.5,4.0,3.0,4.2,5.0,5.1
633,Joseph Liemandt,,,,,,3.0,3.0,3.0,3.0,4.5
634,Ernest Garcia II,,,,,2.2,3.2,2.4,15.9,8.6,3.0
635,Mikhail Shelkov,,,,,1.2,1.0,1.0,2.0,1.5,4.4
636,Kim Beom-su,,2.9,1.7,1.7,2.7,2.2,2.8,9.3,9.1,5.0
637,Emanuele (Lino) Saputo,4.3,4.8,4.4,5.6,5.3,5.1,3.8,5.7,4.8,4.9
638,Jeffrey Lurie,,1.1,1.8,1.8,2.0,2.1,2.7,3.0,3.5,4.4
639,Neal Blue,,,,,,,4.1,3.3,3.0,4.4
640,Margot Birmingham Perot,,,,,,,4.0,4.1,4.3,4.4
641,Ronald Lauder,3.7,3.9,3.5,3.2,4.0,3.9,4.0,5.5,5.0,4.6
642,Daryl Katz,3.3,3.3,3.2,2.9,3.1,3.1,3.2,3.6,4.5,4.3
643,Daniel Tsai,,3.0,2.4,3.1,3.2,2.5,2.4,3.4,4.9,4.3
644,Dan Kurzius,,,,,,2.1,2.2,3.0,5.0,4.0
645,Ben Chestnut,,,,,,2.1,2.2,3.0,5.0,4.0
646,Jean (Gigi) Pritzker,2.3,2.5,2.1,2.5,3.0,3.1,2.3,3.3,4.0,4.2
647,Min Kao,2.5,3.0,2.2,2.9,3.4,3.5,3.5,4.5,4.6,4.2
648,Rajiv Bajaj,,,,,,,,,,
649,Sanjiv Bajaj,,,,,,,,,,
650,Juan Domingo Beckmann Legorreta,,,,,,,,,4.1,4.5
651,Yu Yong,,3.1,2.5,3.4,4.9,3.2,3.0,5.3,4.7,4.8
652,Mong-Koo Chung,6.8,5.7,4.3,4.9,4.9,4.3,2.5,6.0,4.2,3.9
653,Juan Carlos Escotet,1.5,3.3,3.7,3.7,4.4,3.8,3.4,3.2,3.5,4.3
654,Charles Dolan,3.7,4.3,5.0,4.6,4.9,5.5,4.6,6.1,5.4,4.6
655,Richard Tsai,,3.0,2.4,3.1,3.2,2.9,2.7,3.6,5.1,4.3
656,Tse Ping,,2.0,2.3,1.2,3.7,2.8,7.3,8.9,5.7,5.1
657,Jose E. Feliciano,,,,,,,2.1,3.0,3.4,4.3
658,Andrei Kozitsyn,1.9,2.0,2.4,4.3,4.8,4.4,4.8,6.3,1.9,4.3
659,Leonid Boguslavsky,,,1.2,1.1,1.3,1.0,1.5,3.6,4.7,3.6
660,Frank Wang,,,3.6,3.6,3.2,5.4,4.8,4.8,4.8,4.3
661,Jerzy Starak,,,,,1.4,1.5,1.9,3.6,4.0,4.0
662,Fernando Roberto Moreira Salles,2.9,2.1,2.8,3.2,5.0,3.1,1.9,2.3,1.8,3.9
663,Pedro Moreira Salles,2.9,2.1,2.8,3.2,5.1,3.1,2.0,2.5,1.9,3.9
664,Behdad Eghbali,,,,,,,2.0,3.0,3.4,4.3
665,Marc Ladreit de Lacharriere,1.9,2.1,2.4,3.1,3.7,4.2,4.4,4.9,4.0,4.2
666,You Xiaoping,,1.0,,,1.3,1.1,1.7,6.3,5.2,4.5
667,Reed Hastings,,1.0,1.2,1.8,2.7,4.0,3.7,5.1,3.7,3.1
668,Samuel Yin,3.3,3.8,2.6,4.2,3.7,2.6,2.7,4.1,5.4,4.5
669,Vinod Rai Gupta,,1.2,1.1,,2.2,2.8,2.1,4.0,3.8,4.0
670,Lynsi Snyder,,,,,1.2,3.0,3.6,3.6,4.2,4.2
671,Ugur Sahin,,,,,,,,4.0,5.3,5.0
672,Chan Laiwa,6.0,6.1,5.2,5.6,6.8,5.8,5.8,5.8,5.1,4.2
673,Peter Gassner,,,,,,1.7,2.5,4.6,3.1,3.5
674,Pyotr Aven,6.1,5.1,4.6,4.6,5.1,5.2,4.6,5.3,4.3,4.2
675,Jeff Skoll,3.8,3.9,3.9,4.3,4.8,4.7,4.6,6.0,4.8,4.2
676,Alessandra Garavoglia,,,,,,,2.0,3.5,3.1,3.4
677,Gao Dekang,1.6,1.3,1.0,1.1,,1.9,2.2,3.8,4.3,5.2
678,Peter Gilgan,1.4,1.5,1.6,2.0,3.8,2.9,1.8,3.7,3.2,3.3
679,Gwendolyn Sontheim Meyer,4.8,3.7,3.6,4.3,4.7,4.3,3.0,4.0,5.5,4.3
680,Eric Lefkofsky,1.8,1.7,1.4,1.9,2.2,2.5,2.7,4.3,4.1,4.2
681,Ruan Hongliang,,,,,,,1.3,5.2,6.5,3.9
682,N.R. Narayana Murthy,1.7,2.1,1.9,1.8,2.1,2.4,1.9,3.5,4.4,4.5
683,Zhu Yan,,,,,,,,,3.0,5.0
684,Andre Koo Sr,,,,,1.3,1.7,1.5,3.3,4.7,4.6
685,Jiang Bin,3.7,3.3,3.3,3.2,3.2,1.7,3.2,6.2,6.9,4.5
686,Rupert Johnson Jr,6.2,6.2,3.9,5.1,4.8,4.2,3.2,4.1,4.3,4.2
687,Jeff T. Green,,,,,,1.1,,3.8,3.4,3.1
688,Giuseppe Crippa,,,,,,,,,3.2,3.5
689,Ali Erdemoglu,,,,,,,,1.8,1.5,4.7
690,Lim Hariyanto Wijaya Sarwono,1.0,,,,,,,1.1,1.1,4.9
691,Tom Morris,,1.7,2.4,2.0,3.1,2.9,1.8,3.0,2.8,3.7
692,Djoko Susanto,,1.1,1.3,1.3,1.3,1.3,1.2,1.7,1.9,4.2
693,Jay Paul,,1.5,2.2,2.5,2.6,3.3,2.1,3.4,3.3,4.3
694,Gail Miller,,,1.4,1.8,1.2,1.4,1.7,2.4,3.2,4.0
695,Jeremy Jacobs Sr,3.1,3.6,3.7,4.3,4.6,4.1,3.2,2.5,2.9,4.1
696,Nick Caporella,,,,2.3,3.7,2.9,1.9,4.4,3.4,4.1
697,Igor Kesaev,3.7,3.0,2.4,2.4,2.4,3.2,3.5,4.0,2.6,4.1
698,Fu Liquan,3.3,2.2,2.2,2.5,4.8,2.6,3.0,4.2,3.4,3.3
699,Antti Herlin,3.3,3.6,3.5,3.5,4.2,4.1,4.4,6.5,4.3,4.1
700,Pham Nhat Vuong,1.6,1.7,1.8,2.4,4.3,6.6,5.6,7.3,6.2,4.3
701,Gao Jifan,,,,,,,,2.4,8.7,6.3
702,Li Chunan,,,,,,,1.4,5.8,5.4,4.6
703,Kerry Stokes,1.7,1.2,,1.8,3.1,3.1,2.0,4.3,4.2,4.1
704,Jane Lauder,1.2,1.4,1.1,1.6,2.5,3.2,3.3,6.0,5.5,5.0
705,Lin Bin,,1.4,1.1,,,3.6,3.5,8.7,5.1,4.2
706,Hubert Burda,2.5,2.7,2.2,1.6,3.8,3.9,,3.5,3.9,4.1
707,Hu Kaijun,1.1,1.3,1.6,1.5,2.0,1.4,1.4,3.6,3.6,4.3
708,Donald Sterling,1.9,2.9,3.1,3.5,3.5,3.6,3.6,3.8,3.9,4.1
709,Chen Hua,,,1.8,1.9,2.3,2.1,2.0,2.8,2.8,4.2
710,Barry Diller,2.4,2.3,2.3,2.8,3.1,3.7,3.0,4.2,4.4,3.8
711,John Catsimatidis,3.0,3.1,3.4,3.3,3.1,3.1,3.3,2.8,3.7,4.1
712,Xu Jinfu,,,,,,,,2.8,5.6,4.5
713,Travis Kalanick,,5.3,6.2,6.3,4.8,5.8,2.6,2.8,2.8,4.0
714,Qian Dongqi,,,,,,2.0,1.1,6.1,7.1,4.4
715,Peter Spuhler,,2.2,1.1,2.0,2.3,2.3,1.3,2.2,4.2,4.1
716,Zeng Fangqin,,,,,3.8,1.6,5.4,6.6,3.8,3.6
717,Li Gaiteng,,,,2.5,3.7,2.3,2.1,3.1,3.1,4.7
718,Yitzhak Tshuva,3.1,3.6,2.7,3.7,3.7,3.9,3.2,2.7,3.8,3.7
719,Thomas Siebel,2.0,2.3,2.2,2.5,2.9,2.9,3.6,4.9,3.5,3.5
720,Chandru Raheja,1.9,2.2,2.0,2.5,2.8,2.9,2.7,2.9,3.6,3.8
721,E. Joe Shoen,,1.1,1.1,2.5,2.7,2.7,2.4,3.5,4.1,4.2
722,Peter Grogg,,,,,,1.5,1.8,3.0,5.3,4.4
723,Steven Spielberg,3.4,3.6,3.5,3.7,3.6,3.7,3.6,3.7,3.7,4.0
724,Marian Ilitch,3.5,4.8,4.8,6.0,5.2,4.1,3.8,3.7,4.4,4.3
725,Shaul Shani,1.3,3.0,3.2,3.3,3.4,3.5,3.8,3.8,4.1,4.0
726,Fan Hongwei,,,,,4.1,4.3,6.0,18.2,18.2,4.6
727,Sudhir Mehta,,,,,,,1.7,2.9,3.1,3.2
728,Samir Mehta,,,,,,,1.7,2.9,3.1,3.2
729,Torbjorn Tornqvist,2.6,2.0,1.8,2.1,2.6,2.3,1.8,1.8,1.8,4.0
730,Samvel Karapetyan,4.3,4.0,3.1,3.4,3.7,3.7,2.5,3.3,1.1,2.7
731,Julia Oetker,1.7,1.3,2.1,2.0,2.4,2.0,2.2,2.8,3.3,3.9
732,Alfred Oetker,1.7,1.3,2.1,2.0,2.4,2.0,2.2,2.8,3.3,3.9
733,Carl Ferdinand Oetker,1.7,1.3,2.1,2.0,2.4,2.0,2.2,2.8,3.3,3.9
734,Juergen Blickle,,1.9,2.2,3.6,4.7,3.0,2.8,6.0,6.4,3.9
735,Stéphane Bancel,,,,,,,,4.3,4.6,4.4
736,John Henry,1.5,1.6,2.1,2.5,2.5,2.7,2.6,2.8,3.6,4.0
737,God Nisanov,3.6,4.3,3.2,3.1,3.3,3.5,2.7,3.4,1.3,2.9
738,Zarakh Iliev,3.6,4.3,3.2,3.0,3.3,3.5,2.7,3.4,1.3,2.9
739,Xue Min,,,,,,,,,,
740,Jason Jiang,,,5.4,4.0,6.4,3.4,2.7,6.2,4.3,3.7
741,James Irsay,1.6,1.8,2.3,2.5,2.7,2.7,3.0,3.0,3.5,3.9
742,Andrej Babis,2.4,2.5,2.5,3.4,4.6,3.5,3.2,3.5,4.4,4.1
743,Somurai Jaruphnit,,,,,,,,,,
744,Tsai Hong-tu,2.0,2.3,1.6,2.6,2.9,2.9,2.6,3.2,5.1,3.9
745,Isaac Perlmutter,3.1,3.8,3.5,4.0,4.1,4.3,3.9,6.0,5.1,4.0
746,Lin Li,1.4,1.7,1.6,1.9,2.3,3.9,5.2,4.9,6.1,4.2
747,Sid Bass,1.9,1.7,1.8,2.8,3.3,3.2,1.9,2.9,3.4,4.0
748,Vivek Chaand Sehgal,1.0,2.8,2.1,3.7,6.0,3.4,1.7,3.5,2.6,3.5
749,Dewi Kam,,,,,,,,,,
750,Gabe Newell,1.2,1.3,2.2,4.1,5.5,3.9,3.5,4.1,3.9,3.9
751,Thomas Hagen,,,,1.9,2.0,2.8,3.1,4.3,3.2,4.2
752,Trevor Rees-Jones,4.5,4.3,5.2,5.3,4.8,4.3,3.7,4.0,4.5,3.8
753,H. Ross Perot Jr,1.8,1.8,1.5,1.6,2.1,2.3,2.0,2.7,3.2,3.8
754,Zhu Baoguo,,,1.6,1.7,2.0,1.8,4.0,4.5,4.6,3.9
755,Claudio Del Vecchio,,,,,,,,,,
756,Steven Udvar-Hazy,3.6,3.7,3.5,3.7,3.9,3.9,3.9,4.3,4.1,3.8
757,Shigenobu Nagamori,2.5,3.3,2.2,3.6,5.6,4.1,3.6,8.7,5.4,3.7
758,Rocco Basilico,,,,,,,,,,
759,Francesco Gaetano Caltagirone,1.5,2.1,1.6,1.9,2.6,2.5,1.8,3.4,3.9,3.8
760,Luca Del Vecchio,,,,,,,,,,
761,Paola Del Vecchio,,,,,,,,,,
762,Nicoletta Zampillo,,,,,,,,,,
763,Marisa Del Vecchio,,,,,,,,,,
764,Clemente Del Vecchio,,,,,,,,,,
765,Leonardo Maria Del Vecchio,,,,,,,,,,
766,Tsai Cheng-ta,1.8,2.1,1.4,2.3,2.7,2.8,2.5,3.2,5.0,3.8
767,Brad Jacobs,,,,,2.3,1.7,1.5,2.9,3.7,3.7
768,Austen Cargill II,3.2,3.3,3.2,3.9,4.2,4.0,2.7,3.6,5.0,3.9
769,James Cargill II,3.2,3.3,3.2,3.9,4.2,4.0,2.7,3.6,5.0,3.9
770,Marianne Liebmann,3.2,3.3,3.2,3.9,4.2,4.0,2.7,3.6,5.0,3.9
771,Mikhail Lomtadze,,,,,,,,3.2,1.9,3.7
772,Rufino Vigil Gonzalez,1.3,1.3,,2.0,1.4,1.3,1.2,1.7,3.0,4.0
773,Bernard Saul II,2.3,2.6,2.8,3.6,3.5,3.6,2.9,3.3,3.7,4.0
774,Lawrence Stroll,2.4,2.4,2.4,2.6,2.7,2.6,2.6,3.2,3.0,3.6
775,Yasumitsu Shigeta,2.6,2.0,2.0,2.7,4.1,4.7,4.0,4.9,3.2,3.8
776,Horst Paulmann,4.7,4.4,3.7,4.7,4.8,3.0,,3.3,3.3,3.7
777,Masahiro Noda,,,1.0,1.1,1.8,2.2,2.9,4.0,3.5,3.6
778,Pansy Ho,6.4,5.0,3.4,4.2,5.3,4.6,3.4,4.3,3.2,3.6
779,Vyacheslav Kim,,,,,,,,3.3,2.0,3.6
780,W. Herbert Hunt,2.8,1.7,1.7,2.0,2.3,2.0,1.4,2.0,4.3,3.9
781,Koon Poh Keong,,,,,2.4,1.7,1.3,4.0,5.2,4.0
782,Juan Roig,4.8,5.4,5.4,5.1,4.5,3.0,3.9,4.2,4.0,3.6
783,Samuel Tak Lee,3.0,2.9,3.1,3.0,4.1,3.9,3.6,3.6,4.1,3.6
784,Wim van der Leegte,,2.1,1.3,1.2,1.5,1.3,1.1,2.6,1.2,3.5
785,Jeff Rothschild,1.2,1.4,1.8,2.3,2.9,2.7,2.4,3.7,2.8,2.7
786,Richard Schulze,2.1,2.9,2.4,3.2,4.0,3.7,3.4,4.7,4.3,3.7
787,Anthony Pritzker,3.1,3.4,3.2,3.4,3.5,3.3,3.5,3.6,3.7,3.7
788,Liang Feng,,,,,1.1,1.3,1.6,2.5,5.2,3.2
789,Hayes Barnard,,,,,,,,,,
790,Xia Zuoquan,,,,,1.1,,,3.0,3.5,3.6
791,Bob Gaglardi,,,,,2.1,3.0,2.5,2.9,3.3,3.6
792,Mary Alice Dorrance Malone,2.8,3.2,3.9,3.9,3.3,2.8,3.8,3.7,3.5,4.1
793,Dongsheng Chen,,,,2.1,3.8,4.1,4.8,4.9,3.3,3.9
794,Charles Cohen,,,,2.8,3.3,3.4,3.2,3.5,3.6,3.7
795,Jim Kavanaugh,,,,,,1.9,2.2,2.3,3.4,3.7
796,Stephen Feinberg,,1.3,1.1,1.2,1.6,1.5,1.5,2.4,2.3,3.8
797,Howard Schultz,2.1,2.5,2.9,3.0,2.7,3.5,3.0,4.9,4.0,3.7
798,Acharya Balkrishna,,,,2.5,6.3,4.9,1.1,2.2,1.9,3.4
799,Roger Penske,1.4,1.3,1.4,1.6,1.7,1.5,1.1,2.1,2.9,3.2
800,Daniel Och,3.9,3.8,2.6,3.2,3.2,3.5,3.1,3.6,4.0,3.7
801,Remo Ruffini,1.4,1.2,1.1,1.4,1.9,2.2,1.8,3.4,3.0,3.5
802,Maurizio Billi,,1.1,,1.3,1.0,1.1,1.4,1.4,2.8,3.5
803,Jerry Speyer,3.6,4.0,4.0,3.7,3.9,4.0,4.0,3.1,3.6,3.6
804,Donald Horton,,,,,,1.0,,2.4,2.5,2.9
805,Lee Boo-jin,1.3,2.2,1.9,1.6,2.0,1.8,1.2,1.8,4.1,3.2
806,Giuseppe De'Longhi,2.2,2.9,3.4,3.8,4.3,3.8,3.0,5.2,4.4,3.9
807,Jim Coulter,2.1,2.2,2.1,2.1,2.2,2.2,2.6,2.3,2.6,3.6
808,Forrest Li,,,,,,,1.9,12.4,5.3,4.6
809,Edwin Leong,2.4,2.9,3.9,3.3,3.5,4.1,4.5,4.3,4.4,3.6
810,Mike Adenuga,4.6,4.2,10.0,5.8,5.3,9.2,5.6,6.1,7.3,6.1
811,Melanie Perkins,,,,,,,,,6.5,3.6
812,Cliff Obrecht,,,,,,,,,6.5,3.6
813,Martin Lorentzon,,,,,,2.9,2.7,6.0,2.9,2.9
814,Julio Ponce Lerou,2.3,2.1,1.4,3.1,4.8,3.8,1.7,4.1,3.6,3.3
815,Josh Kushner,,,,,,,,,2.0,3.6
816,Ryan Cohen,,,,,,,,1.6,2.1,3.1
817,"Robert ""Woody"" Johnson",,,,,,,,,,
818,Prasert Prasarttong-Osoth,1.8,2.8,2.8,2.8,3.0,3.3,2.4,3.1,3.4,3.5
819,J.B. Pritzker,3.1,3.4,3.2,3.4,3.5,3.2,3.4,3.5,3.6,3.6
820,James Clark,1.4,1.6,1.8,2.0,2.0,2.1,2.2,2.8,3.2,2.9
821,Alan Howard,1.6,1.6,1.5,1.4,1.3,1.6,1.7,2.8,3.2,3.6
822,Masahiro Miki,2.8,3.3,3.5,3.6,3.8,3.6,3.2,3.9,3.0,3.6
823,William Berkley,,1.1,1.1,1.6,1.6,1.8,2.6,2.5,3.7,3.7
824,Tung Chee Chen,2.8,3.4,1.4,1.9,2.8,2.9,3.2,3.4,3.6,3.6
825,Stephen Mandel Jr,2.1,2.3,2.5,2.6,2.6,2.4,2.8,3.9,3.9,3.6
826,Dirk Rossmann,2.8,2.9,2.9,2.6,2.3,3.2,3.3,3.8,2.3,3.5
827,Mohamed Mansour,3.1,4.0,2.5,2.7,2.7,2.3,3.3,2.5,2.5,3.6
828,William Ackman,1.5,2.5,2.0,1.4,1.1,1.1,1.4,2.8,3.0,3.4
829,Timur Turlov,,,,,,,,2.1,2.4,3.1
830,Cheng Xue,,1.1,1.1,1.1,2.1,2.9,3.8,8.7,6.4,5.2
831,Elizabeth Uihlein,,,,,,,,,,
832,Richard Uihlein,,,,,,,,,,
833,Richard LeFrak,6.1,6.4,5.9,6.5,5.6,6.0,2.8,3.3,3.7,3.7
834,Walter P.J. Droege,,,6.4,7.6,10.3,10.2,13.0,4.0,4.3,3.5
835,Barry Zekelman,,,,,,,2.2,2.3,3.3,3.5
836,Hilton Schlosberg,,1.4,1.3,1.5,2.0,1.9,1.9,2.8,2.4,3.2
837,Mikhail Gutseriev,3.3,2.4,5.9,6.3,4.8,3.7,2.1,2.5,1.3,3.5
838,Scott Shleifer,,,,,,,,,5.0,3.5
839,Pat Stryker,1.9,2.2,2.3,2.8,3.3,2.4,2.0,3.0,3.1,3.2
840,Ajay Piramal,1.5,2.0,1.8,3.7,4.9,4.4,1.7,4.0,4.2,3.0
841,Daniel D'Aniello,3.1,2.9,2.3,2.5,2.8,2.7,2.9,3.8,4.2,3.5
842,Zhu Yi,,,,,,,,,,
843,Ira Rennert,6.0,6.1,3.6,4.1,3.8,3.8,3.0,4.0,3.7,3.5
844,Kuldip Singh Dhingra,,,,,,,,,3.8,3.1
845,Gurbachan Singh Dhingra,,,,,,,,,3.8,3.1
846,Sam Goi,2.0,2.1,1.6,2.1,2.0,1.9,1.6,2.0,1.6,3.0
847,Daniel Loeb,2.2,2.5,2.6,2.9,3.2,2.8,2.8,3.5,4.2,3.5
848,Antonio Del Valle Ruiz,5.0,3.7,2.6,3.0,3.4,3.2,1.6,3.1,3.5,3.2
849,Wang Junlin,,,,,,,,6.3,4.8,3.6
850,Herb Simon,2.1,2.9,2.8,2.8,3.0,3.4,2.5,3.1,3.5,3.4
851,Chen Tianshi,,,,,,,,2.8,1.6,1.6
852,Arkady Rotenberg,4.0,1.4,1.0,2.6,3.0,2.6,2.8,2.9,1.7,3.5
853,Cho Jung-ho,,,1.0,1.1,1.6,1.2,,1.3,2.7,3.4
854,Peter Kellogg,3.1,3.3,2.8,3.5,3.6,3.4,2.7,3.6,3.6,3.6
855,Guangchang Guo,4.3,5.7,5.0,6.3,8.1,6.7,4.4,6.9,4.5,4.0
856,Wesley Edens,,,,,,,1.0,1.2,3.4,3.8
857,Yakir Gabay,,,,1.7,3.1,3.7,3.2,4.4,4.2,3.7
858,Charles Edelstenne,,1.0,1.2,1.3,1.9,2.6,2.1,3.3,3.7,3.1
859,Hans Peter Wild,3.1,3.0,4.7,2.6,3.3,3.0,2.9,3.3,3.5,3.4
860,Hamilton James,1.6,1.9,1.4,1.6,1.8,1.5,1.4,1.9,2.9,3.2
861,Amos Hostetter Jr,3.0,3.1,3.0,3.2,3.3,3.3,3.5,3.8,3.7,3.4
862,Margarita Louis-Dreyfus,8.1,8.4,6.8,5.3,5.4,5.7,3.9,3.4,3.8,3.5
863,Laurence Graff,4.8,5.0,4.6,4.6,5.6,5.5,5.3,4.1,3.4,3.4
864,Georg Nemetschek,,,,1.1,2.1,3.0,2.6,4.0,4.0,2.9
865,Stephen Smith,,,,,1.1,1.4,1.3,2.6,2.8,3.3
866,John Coates,,1.2,1.9,1.8,2.5,3.2,2.1,3.0,2.4,3.1
867,Steven Klinsky,,,,,,,2.9,3.4,3.4,3.4
868,Leena Tewari,,,1.7,2.0,2.4,1.9,1.8,3.5,3.8,3.4
869,Beatriz Davila de Santo Domingo,,,,,,,,3.9,3.5,3.6
870,Walter Frey,1.3,1.5,1.3,1.3,,,,2.0,3.1,3.3
871,Vanich Chaiyawan,3.7,3.7,3.7,3.9,3.3,3.3,2.7,2.3,3.2,3.9
872,Abdulla bin Ahmad Al Ghurair,4.8,6.4,4.9,6.8,5.9,4.6,3.7,2.8,2.6,3.0
873,Bob Parsons,1.9,1.8,2.0,2.5,2.7,2.5,2.7,2.2,3.4,3.4
874,Martha Ingram,3.9,4.1,3.9,4.2,5.0,5.0,4.4,3.5,4.2,3.8
875,Liangzhi Xie,,,,,,,1.1,2.2,4.5,4.1
876,Garrett Camp,,5.3,6.2,6.3,4.8,4.6,1.7,4.4,2.8,2.8
877,Charles Zegar,1.3,1.4,1.5,1.9,2.0,2.2,2.1,2.6,3.0,3.4
878,Gregorio Perez Companc,1.5,1.6,1.5,1.5,1.8,1.6,1.7,2.4,2.8,2.9
879,Eric Yuan,,,,,,,5.5,14.9,5.2,3.4
880,Miguel Krigsner,2.7,2.3,1.6,1.2,1.5,1.2,3.4,2.2,3.3,3.1
881,Luciano Hang,,,,,,2.2,3.6,2.7,4.8,3.2
882,J. Joe Ricketts,1.4,1.7,1.3,1.8,2.3,2.8,1.9,3.7,4.5,3.4
883,Brian Armstrong,,,,,,1.3,1.0,6.5,6.6,2.2
884,Renzo Rosso,3.3,3.2,3.2,3.0,4.1,2.5,2.5,3.3,3.5,3.1
885,John Middleton,,,2.7,2.8,3.0,3.1,3.3,3.4,3.4,3.4
886,Ramon Ang,,,,1.4,2.5,2.9,1.4,2.2,2.0,3.4
887,Euisun Chung,3.4,3.8,3.0,2.6,2.6,2.6,1.6,3.8,3.0,2.8
888,Giuliana Benetton,2.9,2.9,2.8,2.7,3.5,2.6,2.0,3.2,2.7,3.2
889,Vikas Oberoi,,1.3,,1.5,2.1,1.9,1.8,2.1,3.2,2.9
890,Luciano Benetton,2.9,2.9,2.8,2.7,3.5,2.6,2.0,3.2,2.7,3.2
891,Vincent McMahon,1.2,,,1.3,1.7,3.2,1.8,2.1,2.2,2.7
892,Wang Wenjing,1.3,2.9,1.7,1.5,2.1,2.6,5.7,6.6,5.4,4.3
893,Brunello Cucinelli,1.3,1.1,,1.0,1.3,1.6,1.3,1.7,2.0,3.2
894,Phil Ruffin,2.5,2.0,2.4,2.5,2.7,2.7,2.5,2.1,2.0,3.3
895,Gil Shwed,1.8,2.2,2.2,2.8,2.6,3.1,2.3,3.0,3.5,3.3
896,Wu Yiling,2.0,1.6,1.2,1.5,1.2,1.0,1.5,2.2,3.9,3.9
897,Cen Junda,,,,,,1.6,6.1,11.6,2.2,2.6
898,Rodger Riney,,,,,3.6,3.4,3.6,3.6,3.6,3.3
899,Yang Shaopeng,,,,,1.2,1.2,1.3,3.6,4.8,3.5
900,Nicolas D'Ieteren,,,,,,,,,,
901,Willy Michel,,,1.2,2.0,1.8,1.4,1.4,1.9,2.5,2.5
902,Naguib Sawiris,2.8,3.1,3.0,3.9,4.0,2.9,3.0,3.2,3.4,3.3
903,Abhay Firodia,,1.2,1.2,1.9,2.4,1.9,1.5,2.4,2.8,2.7
904,Bill Austin,,1.2,1.0,1.4,1.6,2.5,2.1,2.2,2.7,3.3
905,Akio Nitori,1.3,1.7,2.0,3.0,4.4,3.5,3.7,5.2,4.0,3.3
906,Jeffrey Talpins,,,,,,1.7,1.7,2.1,2.2,3.3
907,Nik Storonsky,,,,,,,1.1,1.2,7.1,3.3
908,Michael Federmann,,,,,,1.4,1.7,2.1,3.0,2.9
