,name,Wealth_History,personal_data
626,Guenther Fielmann & family,"[{""percent"":58.730158730158735,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":69.84126984126983,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":84.12698412698413,""worth"":""$5.3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":84.12698412698413,""worth"":""$5.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$6.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":80.95238095238095,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":65.07936507936508,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":95.23809523809523,""worth"":""$6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":74.60317460317461,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":61.904761904761905,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age83Source of WealthOptometry, Self MadeResidenceHamburg, GermanyCitizenshipGermanyMarital StatusIn RelationshipChildren2"
627,Rajan Mittal,,"Age63Source of WealthTelecomResidenceDelhi, IndiaCitizenshipIndiaMarital StatusMarriedEducationBachelor of Arts/Science, Punjab University"
628,Rakesh Mittal,,"Age67Source of WealthTelecomResidenceDelhi, IndiaCitizenshipIndiaMarital StatusMarriedEducationBachelor of Arts/Science, Punjab University"
629,Joseph Liemandt,"[{""percent"":66.66666666666666,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":66.66666666666666,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":66.66666666666666,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":66.66666666666666,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$4.5B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age55Source of WealthSoftware, Self MadeSelf-Made Score7ResidenceAustin, TexasCitizenshipUnited StatesMarital StatusSingleEducationDrop Out, Stanford University"
630,Margot Birmingham Perot,"[{""percent"":90.9090909090909,""worth"":""$4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":93.18181818181817,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":97.72727272727273,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age89Source of WealthComputer services, real estateSelf-Made Score1ResidenceDallas, TexasCitizenshipUnited StatesMarital StatusWidowedChildren5EducationBachelor of Arts/Science, Goucher College"
631,Mikhail Shelkov,"[{""percent"":27.27272727272727,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":22.727272727272727,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":22.727272727272727,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":45.45454545454545,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":34.090909090909086,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age55Source of WealthTitanium, Self MadeResidenceMoscow, RussiaCitizenshipRussiaEducationMaster of Science, Moscow Institute of Physics and Technology"
632,Mikhail Lomtadze,"[{""percent"":86.48648648648648,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":51.35135135135135,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age47Source of WealthFintech, Self MadeResidenceAlmaty, KazakhstanCitizenshipGeorgiaMarital StatusSingleEducationMaster of Business Administration, Harvard Business School"
633,Jeffrey Lurie & family,"[{""percent"":25,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2012""},{""percent"":25,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":40.909090909090914,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":40.909090909090914,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":45.45454545454545,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":47.72727272727273,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":61.36363636363637,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":68.18181818181817,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":79.54545454545455,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age71Source of WealthPhiladelphia EaglesSelf-Made Score4ResidenceWynnewood, PennsylvaniaCitizenshipUnited StatesMarital StatusMarriedChildren2EducationDoctorate, Brandeis University; Bachelor of Arts/Science, Clark University"
634,Neal Blue & family,"[{""percent"":93.18181818181817,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":75,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":68.18181818181817,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age88Source of WealthDefense, Self MadeSelf-Made Score7ResidenceSan Diego, CaliforniaCitizenshipUnited StatesMarital StatusWidowedEducationBachelor of Arts/Science, Yale University"
635,Peter Grogg,"[{""percent"":28.30188679245283,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":33.9622641509434,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":56.60377358490566,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$5.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":83.01886792452831,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age81Source of WealthBiochemicals, Self MadeResidenceLiestal, SwitzerlandCitizenshipSwitzerland"
636,Zhang Daocai,"[{""percent"":25,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":43.18181818181818,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":34.090909090909086,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":54.54545454545454,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":72.72727272727273,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":90.9090909090909,""worth"":""$4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age73Source of WealthValves, Self MadeResidenceShaoxing, ChinaCitizenshipChinaChildren2"
637,Daniel Tsai,"[{""percent"":61.224489795918366,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":48.97959183673469,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":63.26530612244898,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":65.3061224489796,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":51.02040816326531,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":48.97959183673469,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":69.38775510204081,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$4.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":87.75510204081633,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age67Source of WealthFinanceResidenceTaipei, TaiwanCitizenshipTaiwanMarital StatusMarriedChildren4EducationLLM, Georgetown University; LLB, National Taiwan University"
638,Richard Li,"[{""percent"":40.42553191489361,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":95.74468085106383,""worth"":""$4.5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":97.87234042553192,""worth"":""$4.6B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":93.61702127659575,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":93.61702127659575,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":97.87234042553192,""worth"":""$4.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":93.61702127659575,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":95.74468085106383,""worth"":""$4.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":97.87234042553192,""worth"":""$4.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age56Source of WealthTelecomResidenceHong Kong, Hong KongCitizenshipHong KongMarital StatusSingleChildren3EducationDrop Out, Stanford University"
639,Shari Arison,"[{""percent"":85.45454545454545,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":80,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":70.9090909090909,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":89.0909090909091,""worth"":""$4.9B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":90.9090909090909,""worth"":""$5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":60,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":80,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":90.9090909090909,""worth"":""$5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":76.36363636363637,""worth"":""$4.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age65Source of WealthCarnival CruisesResidenceTel Aviv, IsraelCitizenshipIsraelMarital StatusDivorcedChildren4EducationDrop Out, Miami Dade College"
640,Peter Gilgan,"[{""percent"":36.84210526315789,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":39.473684210526315,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":42.10526315789473,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":52.63157894736842,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":76.31578947368422,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":47.368421052631575,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":97.36842105263158,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":84.21052631578947,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":86.8421052631579,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age72Source of WealthHomebuilding, Self MadeResidenceOakville, CanadaCitizenshipCanadaMarital StatusMarriedChildren8"
641,Daryl Katz,"[{""percent"":73.33333333333333,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":73.33333333333333,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":71.11111111111111,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":64.44444444444444,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":68.88888888888889,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":68.88888888888889,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":71.11111111111111,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":80,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$4.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":95.55555555555556,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age61Source of WealthPharmacies, Self MadeResidenceEdmonton, CanadaCitizenshipCanadaMarital StatusMarriedChildren2EducationBachelor of Arts/Science, University of Alberta; Doctor of Jurisprudence, University of Alberta"
642,Lin Bin,"[{""percent"":15.517241379310345,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":12.643678160919542,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":41.37931034482759,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":40.229885057471265,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$8.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":58.620689655172406,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":48.275862068965516,""worth"":""$4.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age55Source of WealthSmartphones, Self MadeSelf-Made Score8ResidenceShenzhen, ChinaCitizenshipUnited StatesEducationMaster, Drexel University; Bachelor of Arts/Science, Sun Yat-sen University"
643,Kerry Stokes,"[{""percent"":53.48837209302325,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":39.53488372093023,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":26.744186046511626,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":41.86046511627907,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":72.09302325581395,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":72.09302325581395,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":46.51162790697674,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":97.67441860465115,""worth"":""$4.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":95.34883720930233,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age82Source of WealthConstruction equipment, media, Self MadeResidencePerth, AustraliaCitizenshipAustraliaMarital StatusMarriedChildren4"
644,Jay Paul,"[{""percent"":34.883720930232556,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":51.162790697674424,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":58.139534883720934,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":60.46511627906976,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":76.74418604651163,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":48.837209302325576,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":79.06976744186046,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":76.74418604651163,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age76Source of WealthReal estate, Self MadeSelf-Made Score8ResidenceSan Francisco, CaliforniaCitizenshipUnited StatesMarital StatusMarriedEducationBachelor of Arts/Science, Boston University"
645,Charles Dolan & family,"[{""percent"":60.65573770491803,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":70.49180327868852,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":81.9672131147541,""worth"":""$5B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":75.40983606557377,""worth"":""$4.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":80.32786885245902,""worth"":""$4.9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":90.1639344262295,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":75.40983606557377,""worth"":""$4.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$6.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":88.52459016393442,""worth"":""$5.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":75.40983606557377,""worth"":""$4.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age96Source of WealthCable television, Self MadeSelf-Made Score9ResidenceOyster Bay, New YorkCitizenshipUnited StatesMarital StatusMarriedChildren6EducationDrop Out, John Carroll University"
646,Vyacheslav Kim,"[{""percent"":91.66666666666666,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":55.55555555555556,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age54Source of WealthFintech, Self MadeResidenceAlmaty, KazakhstanCitizenshipKazakhstanMarital StatusSingle"
647,Emanuele (Lino) Saputo & family,"[{""percent"":75.43859649122807,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":84.21052631578947,""worth"":""$4.8B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":77.19298245614034,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":98.24561403508771,""worth"":""$5.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":92.98245614035088,""worth"":""$5.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":89.47368421052632,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":66.66666666666666,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$5.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":84.21052631578947,""worth"":""$4.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":85.96491228070175,""worth"":""$4.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age86Source of WealthCheeseResidenceMontreal, CanadaCitizenshipCanadaMarital StatusMarriedChildren3EducationDiploma, High School"
648,Kim Beom-su,"[{""percent"":31.182795698924732,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":18.27956989247312,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":18.27956989247312,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":29.03225806451613,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":23.655913978494624,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":30.107526881720432,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$9.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":97.84946236559139,""worth"":""$9.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":53.76344086021505,""worth"":""$5B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age57Source of WealthOnline services, Self MadeResidenceSeoul, South KoreaCitizenshipSouth KoreaMarital StatusMarriedChildren2EducationBachelor of Science in Engineering, Seoul National University; Master of Science, Seoul National University"
649,Djoko Susanto,"[{""percent"":38.095238095238095,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":26.190476190476193,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":30.952380952380953,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":30.952380952380953,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":30.952380952380953,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":30.952380952380953,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":28.57142857142857,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":40.476190476190474,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":45.23809523809524,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$4.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age73Source of WealthSupermarkets, Self MadeResidenceJakarta, IndonesiaCitizenshipIndonesiaMarital StatusMarriedChildren5"
650,Ronald Lauder,"[{""percent"":67.27272727272727,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":70.9090909090909,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":63.63636363636363,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":58.18181818181818,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":72.72727272727273,""worth"":""$4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":70.9090909090909,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":72.72727272727273,""worth"":""$4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":90.9090909090909,""worth"":""$5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":83.63636363636363,""worth"":""$4.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age79Source of WealthEstee LauderSelf-Made Score5ResidenceNew York, New YorkCitizenshipUnited StatesMarital StatusMarriedChildren2EducationBachelor of Arts/Science, University of Pennsylvania, The Wharton School"
651,Richard Tsai,"[{""percent"":58.82352941176471,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":47.05882352941176,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":60.78431372549019,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":62.745098039215684,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":56.86274509803921,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":52.94117647058824,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":70.58823529411765,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":84.31372549019608,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age66Source of WealthFinanceResidenceTaipei, TaiwanCitizenshipTaiwanMarital StatusMarriedChildren2EducationMaster of Business Administration, Leonard N. Stern School of Business; Graduate, National Taiwan University"
652,Li Gaiteng,"[{""percent"":53.191489361702125,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":78.72340425531915,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":48.93617021276596,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":44.680851063829785,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":65.95744680851064,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":65.95744680851064,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age51Source of WealthHair dryers, Self MadeResidenceShanghai, ChinaCitizenshipChinaMarital StatusMarried"
653,Juan Carlos Escotet,"[{""percent"":34.090909090909086,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":75,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":84.0909090909091,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":84.0909090909091,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":86.36363636363636,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":77.27272727272727,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":72.72727272727273,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":79.54545454545455,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":97.72727272727273,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age64Source of WealthBanking, Self MadeResidenceA Coruña, SpainCitizenshipVenezuelaMarital StatusMarriedChildren4EducationMaster, University of Miami"
654,Jose E. Feliciano,"[{""percent"":48.837209302325576,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":69.76744186046511,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":79.06976744186046,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age50Source of WealthPrivate equity, Self MadeSelf-Made Score8ResidenceLos Angeles, CaliforniaCitizenshipUnited StatesMarital StatusMarriedEducationBachelor of Engineering, Princeton University; Master of Business Administration, Stanford University"
655,Andrei Kozitsyn,"[{""percent"":30.158730158730158,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":31.746031746031743,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":38.095238095238095,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":68.25396825396825,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":76.19047619047619,""worth"":""$4.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":69.84126984126983,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":76.19047619047619,""worth"":""$4.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$6.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":30.158730158730158,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":68.25396825396825,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age63Source of WealthMetals, Self MadeResidenceVerkhniaya Pyshma, RussiaCitizenshipRussiaMarital StatusMarriedChildren1EducationMaster of Science in Engineering, Ural Polytechnic Institute"
