,name,Wealth_History,personal_data
750,Koon Poh Keong,"[{""percent"":46.15384615384615,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":32.69230769230769,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":25,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":76.92307692307693,""worth"":""$4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$5.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":76.92307692307693,""worth"":""$4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age62Source of WealthAluminum, Self MadeResidencePetaling Jaya, MalaysiaCitizenshipMalaysiaMarital StatusMarriedEducationBachelor of Engineering, University of Oklahoma"
751,Somurai Jaruphnit,,"Source of WealthDiversifiedResidenceBangkok, ThailandCitizenshipThailand"
752,Shigenobu Nagamori,"[{""percent"":28.735632183908045,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":37.93103448275862,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":25.287356321839084,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":41.37931034482759,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":64.36781609195403,""worth"":""$5.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":47.12643678160919,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":41.37931034482759,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$8.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":62.06896551724138,""worth"":""$5.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":42.5287356321839,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age78Source of Wealthmotors, Self MadeResidenceKyoto, JapanCitizenshipJapanMarital StatusMarriedChildren2"
753,Andrej Babis,"[{""percent"":52.17391304347826,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":54.347826086956516,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":54.347826086956516,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":73.91304347826086,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$4.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":76.08695652173914,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":69.56521739130434,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":76.08695652173914,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":95.65217391304348,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":89.13043478260869,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age68Source of WealthAgriculture, Self MadeResidencePrague, Czech RepublicCitizenshipCzech RepublicMarital StatusMarriedChildren4EducationMaster, University of Economics in Bratislava (UEB)"
754,Isaac Perlmutter,"[{""percent"":51.66666666666667,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":63.33333333333333,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":58.333333333333336,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":66.66666666666666,""worth"":""$4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":68.33333333333333,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":71.66666666666667,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":65,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":85,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":66.66666666666666,""worth"":""$4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age80Source of WealthMarvel comics, Self MadeSelf-Made Score10ResidencePalm Beach, FloridaCitizenshipUnited StatesMarital StatusMarriedEducationHigh School Graduate, High School"
755,Qian Dongqi & family,"[{""percent"":28.169014084507044,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":15.492957746478872,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":85.91549295774648,""worth"":""$6.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$7.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":61.97183098591549,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age65Source of WealthHome-cleaning robots, Self MadeResidenceSuzhou, ChinaCitizenshipChinaMarital StatusMarriedChildren1EducationMaster of Philosophy, Nanjing University"
756,Cho Jung-ho,"[{""percent"":29.411764705882355,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":32.35294117647059,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":47.05882352941176,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":35.294117647058826,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":38.23529411764706,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":79.41176470588235,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age64Source of WealthFinanceResidenceSeoul, South KoreaCitizenshipSouth KoreaMarital StatusMarriedChildren3EducationMaster of Business Administration, IMD; Bachelor of Arts/Science, University of Southern California"
757,Tsai Cheng-ta,"[{""percent"":36,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":42,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":28.000000000000004,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":46,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":54,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":56.00000000000001,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":50,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":64,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":76,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age73Source of WealthFinanceResidenceTaipei, TaiwanCitizenshipTaiwanMarital StatusMarriedEducationChinese Culture University"
758,Horst Paulmann & family,"[{""percent"":100,""worth"":""$9.7B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":48.45360824742268,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":45.36082474226804,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":38.144329896907216,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":48.45360824742268,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":49.48453608247423,""worth"":""$4.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":30.927835051546392,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":34.02061855670103,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":34.02061855670103,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":38.144329896907216,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age88Source of WealthRetail, Self MadeResidenceSantiago, ChileCitizenshipChileMarital StatusMarriedChildren3"
759,Gabe Newell,"[{""percent"":21.818181818181817,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":23.636363636363637,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":40,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":74.54545454545455,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":70.9090909090909,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":63.63636363636363,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":74.54545454545455,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":70.9090909090909,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":70.9090909090909,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age60Source of WealthVideogames, Self MadeSelf-Made Score8ResidenceSeattle, WashingtonCitizenshipUnited StatesMarital StatusDivorcedChildren2EducationDrop Out, Harvard University"
760,Fu Liquan & family,"[{""percent"":68.75,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":45.83333333333333,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":45.83333333333333,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":52.083333333333336,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$4.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":54.166666666666664,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":62.5,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":87.5,""worth"":""$4.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":70.83333333333334,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":68.75,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age56Source of WealthSurveillance equipment, Self MadeResidenceHangzhou, ChinaCitizenshipChinaMarital StatusMarriedChildren1EducationBachelor of Arts/Science, Zhejiang Shuren University; EMBA, Zhejiang University"
761,Trevor Rees-Jones,"[{""percent"":84.90566037735849,""worth"":""$4.5B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":81.13207547169812,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":98.11320754716981,""worth"":""$5.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":100,""worth"":""$5.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":90.56603773584906,""worth"":""$4.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":81.13207547169812,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":69.81132075471697,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":75.47169811320755,""worth"":""$4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":84.90566037735849,""worth"":""$4.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":71.69811320754717,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age72Source of WealthOil & gas, Self MadeSelf-Made Score7ResidenceDallas, TexasCitizenshipUnited StatesMarital StatusMarriedChildren2EducationBachelor of Arts/Science, Dartmouth College; Doctor of Jurisprudence, Southern Methodist University"
762,"H. Ross Perot, Jr.","[{""percent"":47.368421052631575,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":46.05263157894737,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":39.473684210526315,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":42.10526315789473,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":55.26315789473685,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":60.526315789473685,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":52.63157894736842,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":71.05263157894737,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":84.21052631578947,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age64Source of WealthReal estateSelf-Made Score4ResidenceDallas, TexasCitizenshipUnited StatesMarital StatusMarriedChildren4EducationBachelor of Arts/Science, Vanderbilt University"
763,Jeff Rothschild,"[{""percent"":32.432432432432435,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":37.83783783783784,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":48.64864864864865,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":62.16216216216216,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":78.37837837837837,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":72.97297297297297,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":64.86486486486487,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":75.67567567567568,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":72.97297297297297,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age68Source of WealthFacebook, Self MadeSelf-Made Score6ResidencePalo Alto, CaliforniaCitizenshipUnited StatesMarital StatusMarriedChildren3EducationBachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University"
764,Steven Udvar-Hazy,"[{""percent"":83.72093023255815,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":86.04651162790698,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":81.3953488372093,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":86.04651162790698,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":90.69767441860465,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":90.69767441860465,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":90.69767441860465,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":95.34883720930233,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":88.37209302325581,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age77Source of WealthAircraft leasing, Self MadeSelf-Made Score9ResidenceWestlake, TexasCitizenshipUnited StatesMarital StatusMarriedChildren4EducationBachelor of Arts/Science, University of California, Los Angeles"
765,Brad Jacobs,"[{""percent"":62.16216216216216,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":45.94594594594595,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":40.54054054054054,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":78.37837837837837,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age67Source of WealthLogistics, Self MadeSelf-Made Score8ResidenceGreenwich, ConnecticutCitizenshipUnited StatesMarital StatusMarriedChildren4EducationDrop Out, Brown University"
766,Stephen Feinberg,"[{""percent"":26.31578947368421,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2008""},{""percent"":34.21052631578947,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":28.947368421052634,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":31.57894736842105,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":42.10526315789473,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":39.473684210526315,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":39.473684210526315,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":63.1578947368421,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":60.526315789473685,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age63Source of WealthPrivate equity, Self MadeSelf-Made Score8ResidenceNew York, New YorkCitizenshipUnited StatesMarital StatusMarriedChildren3EducationBachelor of Arts/Science, Princeton University"
767,Donald Horton & family,"[{""percent"":44.827586206896555,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2006""},{""percent"":34.48275862068966,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":82.75862068965517,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":86.20689655172413,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age73Source of WealthHomebuilding, Self MadeSelf-Made Score8ResidenceFort Worth, TexasCitizenshipUnited StatesMarital StatusMarriedChildren2EducationBachelor of Arts/Science, University of Central Arkansas"
768,Thomas Siebel,"[{""percent"":40.816326530612244,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":46.93877551020408,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":44.89795918367347,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":51.02040816326531,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":59.183673469387756,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":59.183673469387756,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":73.46938775510205,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$4.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":71.42857142857143,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":71.42857142857143,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age70Source of WealthBusiness software, Self MadeSelf-Made Score8ResidenceWoodside, CaliforniaCitizenshipUnited StatesMarital StatusMarriedChildren4EducationBachelor of Arts/Science, University of Illinois, Urbana-Champaign; Master of Business Administration, University of Illinois, Urbana-Champaign; Master of Science, University of Illinois, Urbana-Champaign"
769,Lawrence Stroll,"[{""percent"":66.66666666666666,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":66.66666666666666,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":66.66666666666666,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":72.22222222222221,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":75,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":72.22222222222221,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":72.22222222222221,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":88.88888888888889,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":83.33333333333334,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age64Source of WealthFashion investments, Self MadeResidenceGeneva, SwitzerlandCitizenshipCanadaMarital StatusMarriedChildren2"
770,Ruan Hongliang & family,"[{""percent"":20,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":80,""worth"":""$5.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$6.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":60,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age62Source of WealthGlass, Self MadeResidenceJiaxing, ChinaCitizenshipChinaMarital StatusMarried"
771,William Berkley,"[{""percent"":29.72972972972973,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":29.72972972972973,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":43.24324324324324,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":43.24324324324324,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":48.64864864864865,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":70.27027027027027,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":67.56756756756756,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age76Source of WealthInsurance, Self MadeSelf-Made Score8ResidenceCoconut Grove, FloridaCitizenshipUnited StatesMarital StatusMarriedChildren3EducationMaster of Business Administration, Harvard University; Bachelor of Arts/Science, New York University"
772,Juan Roig,"[{""percent"":88.88888888888889,""worth"":""$4.8B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":100,""worth"":""$5.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":100,""worth"":""$5.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":94.44444444444444,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":83.33333333333334,""worth"":""$4.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":55.55555555555556,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":72.22222222222221,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":77.77777777777779,""worth"":""$4.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":74.07407407407408,""worth"":""$4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":66.66666666666666,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age73Source of WealthSupermarketsResidenceValencia, SpainCitizenshipSpainMarital StatusMarriedChildren4"
773,Gao Jifan & family,"[{""percent"":27.586206896551722,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$8.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":72.41379310344827,""worth"":""$6.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age58Source of WealthSolar equipment, Self MadeResidenceChangzhou, ChinaCitizenshipChinaMarital StatusMarriedChildren1EducationMaster of Science, Jilin University; Bachelor of Science, Nanjing University"
774,Roger Penske,"[{""percent"":42.1875,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":40.625,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":43.75,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":50,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":53.125,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":46.875,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":34.375,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":65.625,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":90.625,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age86Source of WealthCars, Self MadeSelf-Made Score8ResidenceBirmingham, MichiganCitizenshipUnited StatesMarital StatusMarriedChildren5EducationDrop Out, Lehigh University"
775,Ali Erdemoglu,"[{""percent"":38.297872340425535,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":31.914893617021278,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age63Source of WealthCarpet, Self MadeResidenceIstanbul, TurkeyCitizenshipTurkeyMarital StatusMarriedChildren3"
776,Pansy Ho,"[{""percent"":100,""worth"":""$6.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":78.125,""worth"":""$5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":53.125,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":65.625,""worth"":""$4.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":82.8125,""worth"":""$5.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":71.875,""worth"":""$4.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":53.125,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":67.1875,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":50,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":56.25,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age60Source of WealthCasinosResidenceHong Kong, Hong KongCitizenshipHong KongMarital StatusDivorcedEducationBachelor of Arts/Science, University of Santa Clara"
777,Anthony Pritzker,"[{""percent"":83.78378378378379,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":91.8918918918919,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":86.48648648648648,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":91.8918918918919,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":94.5945945945946,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":89.1891891891892,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":94.5945945945946,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":97.2972972972973,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age62Source of WealthHotels, investmentsSelf-Made Score3ResidenceLos Angeles, CaliforniaCitizenshipUnited StatesMarital StatusMarriedChildren6EducationBachelor of Arts/Science, Dartmouth College"
